PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype
CA5510007,DEL ORO WATER COMPANY - STRAWBERRY DIV.,DISTRICT 11 - MERCED,Investor Owned Utility,Class B
CA0910007,LUKINS BROTHERS WATER COMPANY,DISTRICT 09 - SACRAMENTO,Investor Owned Utility,Class C
CA1510009,ERSKINE CREEK WC,DISTRICT 19 - TEHACHAPI,Investor Owned Utility,Class C
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,DISTRICT 16 - CENTRAL,Investor Owned Utility,Class C
CA2010003,BASS LAKE WATER COMPANY,DISTRICT 11 - MERCED,Investor Owned Utility,Class C
CA2010005,YOSEMITE SPRING PARK UTIL CO,DISTRICT 11 - MERCED,Investor Owned Utility,Class C
CA2310007,NORTH GUALALA WATER COMPANY,DISTRICT 03 - MENDOCINO,Investor Owned Utility,Class C
CA2310002,ROGINA WATER COMPANY INC.,DISTRICT 03 - MENDOCINO,Investor Owned Utility,Class C
CA2710016,LITTLE BEAR WATER COMPANY,DISTRICT 05 - MONTEREY,Investor Owned Utility,Class C
CA3110012,AGATE BAY WATER COMPANY,DISTRICT 02 - LASSEN,Investor Owned Utility,Class C
CA3110015,FULTON WATER COMPANY,DISTRICT 02 - LASSEN,Investor Owned Utility,Class C
CA3110049,TAHOE PARK WATER CO - SKYLAND/NIELSEN,DISTRICT 02 - LASSEN,Investor Owned Utility,Class C
CA3110018,TAHOE PARK WATER COMPANY,DISTRICT 02 - LASSEN,Investor Owned Utility,Class C
CA3110035,WEIMAR WATER COMPANY,DISTRICT 02 - LASSEN,Investor Owned Utility,Class C
CA3210005,GRAEAGLE WATER COMPANY,DISTRICT 02 - LASSEN,Investor Owned Utility,Class C
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,DISTRICT 27 - MOJAVE,Investor Owned Utility,Class C
CA4010027,NACIMIENTO WATER COMPANY,DISTRICT 06 - SANTA BARBARA,Investor Owned Utility,Class C
CA4410001,BIG BASIN WATER COMPANY,DISTRICT 05 - MONTEREY,Investor Owned Utility,Class C
CA4910003,PENNGROVE WATER COMPANY (PUC),DISTRICT 18 - SONOMA,Investor Owned Utility,Class C
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",DISTRICT 18 - SONOMA,Investor Owned Utility,Class C
CA5510011,COLD SPRINGS WATER CO,DISTRICT 11 - MERCED,Investor Owned Utility,Class C
CA0210001,LAKE ALPINE WATER COMPANY,DISTRICT 10 - STOCKTON,Investor Owned Utility,Class D
CA1000018,EASTON ESTATES WATER COMPANY,DISTRICT 23 - FRESNO,Investor Owned Utility,Class D
CA1400010,"ROLLING GREEN UTILITIES, INC.",DISTRICT 27 - MOJAVE,Investor Owned Utility,Class D
CA1500578,LONG CANYON WATER COMPANY CORP.,DISTRICT 19 - TEHACHAPI,Investor Owned Utility,Class D
CA1510042,MOUNTAIN MESA WC,DISTRICT 19 - TEHACHAPI,Investor Owned Utility,Class D
CA1500540,PINON VALLEY WATER COMPANY,DISTRICT 19 - TEHACHAPI,Investor Owned Utility,Class D
CA1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,DISTRICT 19 - TEHACHAPI,Investor Owned Utility,Class D
CA1700606,BAYCLIFF WATER,DISTRICT 03 - MENDOCINO,Investor Owned Utility,Class D
CA1800503,SUSAN RIVER PARK WATER CO.,DISTRICT 02 - LASSEN,Investor Owned Utility,Class D
CA1900849,LLANO DEL RIO WATER COMPANY,LPA49 - LA COUNTY,Investor Owned Utility,Class D
CA2310013,POINT ARENA WATER WORKS,DISTRICT 03 - MENDOCINO,Investor Owned Utility,Class D
CA2702588,CANADA WOODS WC,DISTRICT 05 - MONTEREY,Investor Owned Utility,Class D
CA2710023,TASCO SPRECKELS WATER COMPANY,DISTRICT 05 - MONTEREY,Investor Owned Utility,Class D
CA2701658,ARROYO CENTER WC,LPA57 - MONTEREY COUNTY,Investor Owned Utility,Class D
CA2800530,MEYERS WATER CO.,LPA58 - NAPA COUNTY,Investor Owned Utility,Class D
CA3110042,TAHOE SWISS VILLAGE UTILITY,DISTRICT 02 - LASSEN,Investor Owned Utility,Class D
CA3301529,RAMONA WATER COMPANY,LPA63 - RIVERSIDE COUNTY,Investor Owned Utility,Class D
CA3301011,STONE CREEK WATER CO.,LPA63 - RIVERSIDE COUNTY,Investor Owned Utility,Class D
CA3610017,HAVASU WC,DISTRICT 13 - SAN BERNARDINO,Investor Owned Utility,Class D
CA3600158,LYTLE SPRINGS WC,LPA66 - SAN BERNARDINO COUNTY,Investor Owned Utility,Class D
CA4300912,MECCHI WATER COMPANY,DISTRICT 17 - SANTA CLARA,Investor Owned Utility,Class D
CA4300575,TWIN VALLEY INC,DISTRICT 17 - SANTA CLARA,Investor Owned Utility,Class D
CA4300543,WEST SAN MARTIN WATER WORKS INC,DISTRICT 17 - SANTA CLARA,Investor Owned Utility,Class D
CA4400598,"PURESOURCE WATER, INC",LPA74 - SANTA CRUZ COUNTY,Investor Owned Utility,Class D
CA4600017,R.R. LEWIS SMALL WC,DISTRICT 02 - LASSEN,Investor Owned Utility,Class D
CA4600056,"SIERRA CITY WATER WORKS, INC.",DISTRICT 02 - LASSEN,Investor Owned Utility,Class D
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",DISTRICT 18 - SONOMA,Investor Owned Utility,Class D
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),DISTRICT 18 - SONOMA,Investor Owned Utility,Class D
CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,DISTRICT 18 - SONOMA,Investor Owned Utility,Class D
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),DISTRICT 18 - SONOMA,Investor Owned Utility,Class D
CA4900893,WEST WATER COMPANY (PUC),DISTRICT 18 - SONOMA,Investor Owned Utility,Class D
CA5200502,LAS FLORES WATER WORKS,LPA82 - TEHAMA COUNTY,Investor Owned Utility,Class D
CA5200560,MIRA MONTE WATER CO.,LPA82 - TEHAMA COUNTY,Investor Owned Utility,Class D
CA5200012,VISTA GRANDE WATER SYSTEM,LPA82 - TEHAMA COUNTY,Investor Owned Utility,Class D
CA5400732,PIERPOINT SPRINGS WATER CO.,DISTRICT 24 - TULARE,Investor Owned Utility,Class D
CA5510016,"SIERRA PARK WATER COMPANY, INC.",DISTRICT 11 - MERCED,Investor Owned Utility,Class D
CA5500077,SLIDE INN SNOWBOWL WATER CO,DISTRICT 11 - MERCED,Investor Owned Utility,Class D
CA5510024,SONORA WATER COMPANY INC,DISTRICT 11 - MERCED,Investor Owned Utility,Class D
CA5610006,YERBA BUENA WATER COMPANY,DISTRICT 06 - SANTA BARBARA,Investor Owned Utility,Class D
CA4400571,DAVENPORT COUNTY SANITATION,DISTRICT 05 - MONTEREY,County Sanitation District,County
CA0600008,COLUSA CO. WWD #1 - GRIMES,DISTRICT 21 - VALLEY,County Waterworks District,County
CA0600013,COLUSA CO. WWD #2 - PRINCETON,DISTRICT 21 - VALLEY,County Waterworks District,County
CA1010051,FCWWD #18/FRIANT,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1010062,FCWWD #18/MIRA BELLA,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1000040,FCWWD #37/MILE HIGH,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1000041,FCWWD #38/SKY HARBOUR,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1000042,FCWWD #40 / SHAVER SPRINGS,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1010017,FCWWD #41/SHAVER LAKE,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,DISTRICT 23 - FRESNO,County Waterworks District,County
CA1710007,KELSEYVILLE CO WATERWORKS DISTRICT 3,DISTRICT 03 - MENDOCINO,County Waterworks District,County
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910248,LOS ANGELES CWWD 37-ACTON,DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",DISTRICT 16 - CENTRAL,County Waterworks District,County
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",DISTRICT 16 - CENTRAL,County Waterworks District,County
CA4600019,SIERRA CO. W.W.D #1 CALPINE,DISTRICT 02 - LASSEN,County Waterworks District,County
CA5310002,TRINITY CO. W.W. DIST #1,DISTRICT 01 - KLAMATH,County Waterworks District,County
CA5610015,VENTURA CWWD NO. 19 - SOMIS,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County
CA5610023,VENTURA WWD NO. 8 - SIMI VALLEY,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County
CA5610018,VENTURA CWWD NO. 1 - MOORPARK,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County
CA5610003,VENTURA CWWD NO. 17 - BELL CANYON,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County
CA5610069,VENTURA CWWD NO. 38 - LAKE SHERWOOD,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County
CA3210002,PLUMAS COUNTY FLOOD CONTROL,DISTRICT 02 - LASSEN,Special Act District,County
CA3410002,SCWA - ARDEN PARK VISTA,DISTRICT 09 - SACRAMENTO,Special Act District,County
CA3410029,SCWA - LAGUNA/VINEYARD,DISTRICT 09 - SACRAMENTO,Special Act District,County
CA3410704,SCWA MATHER-SUNRISE,DISTRICT 09 - SACRAMENTO,Special Act District,County
CA3400106,EAST WALNUT GROVE [SWS],LPA64 - SACRAMENTO COUNTY,Special Act District,County
CA3400101,HOOD WATER MAINTENCE DIST [SWS],LPA64 - SACRAMENTO COUNTY,Special Act District,County
CA3400156,SOUTHWEST TRACT W M D [SWS],LPA64 - SACRAMENTO COUNTY,Special Act District,County
CA4010022,LOPEZ PROJECT,DISTRICT 06 - SANTA BARBARA,Special Act District,County
CA4910020,SONOMA COUNTY WATER AGENCY,DISTRICT 18 - SONOMA,Special Act District,County
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,DISTRICT 12 - VISALIA,State,Education_retreat
CA1910022,CALIF STATE POLYTECHNICAL UNIV - POMONA,DISTRICT 22 - ANGELES,State,Education_retreat
CA3702236,PALOMAR OBSERVATORY,DISTRICT 14 - SAN DIEGO,State,Education_retreat
CA4300909,LICK OBSERVATORY-UCSC,DISTRICT 17 - SANTA CLARA,State,Education_retreat
CA4310028,SAN JOSE STATE UNIVERSITY,DISTRICT 17 - SANTA CLARA,State,Education_retreat
CA4910027,SONOMA STATE UNIVERSITY,DISTRICT 18 - SONOMA,State,Education_retreat
CA5710009,UC - DAVIS,DISTRICT 09 - SACRAMENTO,State,Education_retreat
CA0300062,HOPE FOUNDATION/MORIAH HEIGHTS,DISTRICT 10 - STOCKTON,Private - Ancillary,Education_retreat
CA0400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,LPA34 - BUTTE COUNTY,Private - Ancillary,Education_retreat
CA1010013,"HUME LAKE CHRISTIAN CAMPS, INC",DISTRICT 23 - FRESNO,Private - Ancillary,Education_retreat
CA1000377,ST NICHOLAS RANCH & RETREAT,DISTRICT 23 - FRESNO,Private - Ancillary,Education_retreat
CA1700527,MOUNTAIN OF ATTENTION WATER,DISTRICT 03 - MENDOCINO,Private - Ancillary,Education_retreat
CA1900976,THE OAKS,LPA49 - LA COUNTY,Private - Ancillary,Education_retreat
CA2000688,ECCO,LPA50 - MADERA COUNTY,Private - Ancillary,Education_retreat
CA2100549,BLUE MOUNTAIN CENTER,DISTRICT 25 - MARIN,Private - Ancillary,Education_retreat
CA2100565,GREEN GULCH FARM,DISTRICT 25 - MARIN,Private - Ancillary,Education_retreat
CA2300731,"CITY OF 10,000 BUDDHAS",DISTRICT 03 - MENDOCINO,Private - Ancillary,Education_retreat
CA2701295,ESALEN INSTITUTE WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Education_retreat
CA2702268,NEW CAMALDOLI HERMITAGE WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Education_retreat
CA2701705,TASSAJARA SPRINGS WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Education_retreat
CA2810012,PACIFIC UNION COLLEGE,DISTRICT 03 - MENDOCINO,Private - Ancillary,Education_retreat
CA2900562,ANANDA VILLAGE,LPA59 - NEVADA COUNTY,Private - Ancillary,Education_retreat
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,LPA59 - NEVADA COUNTY,Private - Ancillary,Education_retreat
CA2900546,SIERRA FRIENDS CENTER,LPA59 - NEVADA COUNTY,Private - Ancillary,Education_retreat
CA3301863,OLIVET UNIVERSITY,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Education_retreat
CA3600152,LOMA LINDA UNIVERSITY,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Education_retreat
CA3601015,IRONWOOD CAMP,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Education_retreat
CA3601048,BARTON FLATS WATER SYSTEM,DISTRICT 27 - MOJAVE,Private - Ancillary,Education_retreat
CA3701934,PINE VALLEY BIBLE CONFERENCE CENTER,DISTRICT 26 - IMPERIAL,Private - Ancillary,Education_retreat
CA3700906,CAMP STEVENS,DISTRICT 26 - IMPERIAL,Private - Ancillary,Education_retreat
CA4000501,HALCYON WATER SYSTEM,LPA70 - SAN LUIS OBISPO COUNTY,Private - Ancillary,Education_retreat
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Education_retreat
CA4100538,CAMP JONES GULCH,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Education_retreat
CA4100529,CAMP LOMA MAR,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Education_retreat
CA4200618,MIDLAND SCHOOL,LPA72 - SANTA BARBARA COUNTY,Private - Ancillary,Education_retreat
CA4310013,STANFORD UNIVERSITY,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Education_retreat
CA4400723,MISSION SPRINGS CONFERENCE CENTER,LPA74 - SANTA CRUZ COUNTY,Private - Ancillary,Education_retreat
CA4410008,"MT. HERMON ASSOCIATION, INC.",DISTRICT 05 - MONTEREY,Private - Ancillary,Education_retreat
CA4400755,MONTEREY BAY ACADEMY,LPA74 - SANTA CRUZ COUNTY,Private - Ancillary,Education_retreat
CA4400754,MONTE VISTA CHRISTIAN SCHOOL,LPA74 - SANTA CRUZ COUNTY,Private - Ancillary,Education_retreat
CA4400764,MOUNT MADONNA CENTER,LPA74 - SANTA CRUZ COUNTY,Private - Ancillary,Education_retreat
CA4500291,JH SUMMIT,LPA75 - SHASTA COUNTY,Private - Ancillary,Education_retreat
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,DISTRICT 18 - SONOMA,Private - Ancillary,Education_retreat
CA4900577,RIO LINDO ADVENTIST ACADEMY,DISTRICT 18 - SONOMA,Private - Ancillary,Education_retreat
CA5200559,ABBEY OF NEW CLAIRVAUX,LPA82 - TEHAMA COUNTY,Private - Ancillary,Education_retreat
CA5400505,HARTLAND CHRISTIAN CAMP,DISTRICT 24 - TULARE,Private - Ancillary,Education_retreat
CA5402047,GLEANINGS FOR THE HUNGRY,DISTRICT 24 - TULARE,Private - Ancillary,Education_retreat
CA5601401,KROTONA INSTITUTE,DISTRICT 06 - SANTA BARBARA,Private - Ancillary,Education_retreat
CA5603301,BRANDEIS BARDIN INSTITUTE,DISTRICT 06 - SANTA BARBARA,Private - Ancillary,Education_retreat
CA5800863,FELLOWSHIP OF FRIENDS,LPA88 - YUBA COUNTY,Private - Ancillary,Education_retreat
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,LPA35 - CALAVERAS COUNTY,Private - Ancillary,Healthcare_eldercare
CA1000430,COUNTRYSIDE CARE CENTER,DISTRICT 23 - FRESNO,Private - Ancillary,Healthcare_eldercare
CA1000324,MANNING GARDENS CARE CENTER INC,DISTRICT 23 - FRESNO,Private - Ancillary,Healthcare_eldercare
CA1000200,RUBYS VALLEY CARE HOME,DISTRICT 23 - FRESNO,Private - Ancillary,Healthcare_eldercare
CA1000369,ZONNEVELD DAIRY - CEDAR,DISTRICT 23 - FRESNO,Private - Ancillary,Healthcare_eldercare
CA1000199,FOWLER CARE CENTER,DISTRICT 23 - FRESNO,Private - Ancillary,Healthcare_eldercare
CA1000366,SUNNYSIDE CONVALESCENT HOSP,DISTRICT 23 - FRESNO,Private - Ancillary,Healthcare_eldercare
CA1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,DISTRICT 12 - VISALIA,Private - Ancillary,Healthcare_eldercare
CA1600293,CHAMPIONS- SAMUEL'S HOUSE,LPA46 - KINGS COUNTY,Private - Ancillary,Healthcare_eldercare
CA1900062,LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,LPA49 - LA COUNTY,Private - Ancillary,Healthcare_eldercare
CA1900616,THE RIVER COMMUNITY,LPA49 - LA COUNTY,Private - Ancillary,Healthcare_eldercare
CA2000785,VALLEY TEEN RANCH,LPA50 - MADERA COUNTY,Private - Ancillary,Healthcare_eldercare
CA2500911,I'SOT WELL #3 & #15,DISTRICT 02 - LASSEN,Private - Ancillary,Healthcare_eldercare
CA2702816,MERRILL GARDENS IRIS CANYON WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Healthcare_eldercare
CA2800625,ADVENTIST HEALTH - ST. HELENA HOSPITAL,DISTRICT 03 - MENDOCINO,Private - Ancillary,Healthcare_eldercare
CA3301055,VILLAGE OF CHILDHELP,LPA63 - RIVERSIDE COUNTY,Private - Ancillary,Healthcare_eldercare
CA3500810,WHISPERING PINES INN,DISTRICT 05 - MONTEREY,Private - Ancillary,Healthcare_eldercare
CA3601085,RANCHO PINO VERDE,LPA66 - SAN BERNARDINO COUNTY,Private - Ancillary,Healthcare_eldercare
CA3901217,HAYNES BOARD & CARE HOME,LPA69 - SAN JOAQUIN COUNTY,Private - Ancillary,Healthcare_eldercare
CA3901304,ENCLAVE AT THE DELTA,LPA69 - SAN JOAQUIN COUNTY,Private - Ancillary,Healthcare_eldercare
CA3901276,HANOT FOUNDATION INC,LPA69 - SAN JOAQUIN COUNTY,Private - Ancillary,Healthcare_eldercare
CA4000839,ADA'S VINEYARD LLC,LPA70 - SAN LUIS OBISPO COUNTY,Private - Ancillary,Healthcare_eldercare
CA4200969,AAA KINDNESS CARE HOME,LPA72 - SANTA BARBARA COUNTY,Private - Ancillary,Healthcare_eldercare
CA4300832,SOUTH COUNTY RETIREMENT HOME,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Healthcare_eldercare
CA4300859,LEARNING SERVICES CORP.,DISTRICT 17 - SANTA CLARA,Private - Ancillary,Healthcare_eldercare
CA5403213,TEEN CHALLENGE,DISTRICT 24 - TULARE,Private - Ancillary,Healthcare_eldercare
CA5800851,FEATHER RIVER MANOR,LPA88 - YUBA COUNTY,Private - Ancillary,Healthcare_eldercare
CA2810008,VETERANS HOME OF CALIFORNIA,DISTRICT 03 - MENDOCINO,State,Healthcare_eldercare
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,DISTRICT 24 - TULARE,State,Healthcare_eldercare
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,LPA34 - BUTTE COUNTY,Mutual Benefit,HOA
CA0510011,SNOWSHOE SPRINGS ASSN.,DISTRICT 10 - STOCKTON,Mutual Benefit,HOA
CA0707615,DOUBLETREE RANCH WATER SYSTEM,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,HOA
CA0800825,JED SMITH HOMEOWNERS ASSN.,DISTRICT 01 - KLAMATH,Mutual Benefit,HOA
CA0910019,LAKESIDE PARK ASSOCIATION,DISTRICT 09 - SACRAMENTO,Mutual Benefit,HOA
CA0910015,TAHOE KEYS WATER COMPANY,DISTRICT 09 - SACRAMENTO,Mutual Benefit,HOA
CA1010053,SHAVER LAKE HEIGHTS MWC,DISTRICT 23 - FRESNO,Mutual Benefit,HOA
CA1500478,"VALLEY ESTATES POA, INC.",DISTRICT 19 - TEHACHAPI,Mutual Benefit,HOA
CA1500493,"EL ADOBE POA, INC.",DISTRICT 12 - VISALIA,Mutual Benefit,HOA
CA1502629,HEATH BRIMHALL P.O.A.,DISTRICT 12 - VISALIA,Mutual Benefit,HOA
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,DISTRICT 12 - VISALIA,Mutual Benefit,HOA
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,DISTRICT 12 - VISALIA,Mutual Benefit,HOA
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,DISTRICT 12 - VISALIA,Mutual Benefit,HOA
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,DISTRICT 19 - TEHACHAPI,Mutual Benefit,HOA
CA1700630,PIER 1900 HOMEOWNER'S ASSOCIATION,DISTRICT 03 - MENDOCINO,Mutual Benefit,HOA
CA2700536,CORRAL DE TIERRA ESTATES WC,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA
CA2700523,CALERA CANYON HEIGHTS HOA,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA
CA2701367,TIERRA MEADOWS HOA WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA
CA2701740,BLUFFS WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA
CA2702388,ROYAL OAK PLACE WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA
CA2700799,VISTA DEL TORO WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA
CA2910011,PLAVADA COMMUNITY ASSOCIATION,DISTRICT 09 - SACRAMENTO,Mutual Benefit,HOA
CA2900502,FLORISTON WATER SYSTEM,LPA59 - NEVADA COUNTY,Mutual Benefit,HOA
CA3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,LPA61 - PLACER COUNTY,Mutual Benefit,HOA
CA3200195,GREENHAVEN HOA,LPA62 - PLUMAS COUNTY,Mutual Benefit,HOA
CA3301879,SHARONDALE MESA HOA,DISTRICT 20 - RIVERSIDE,Mutual Benefit,HOA
CA3301528,OAK HAVEN ASSOCIATION,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,HOA
CA3301511,PINYON CREST HOA,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,HOA
CA3301588,ROYAL CARRIZO HOA,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,HOA
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,HOA
CA3610033,MT BALDY HOMEOWNERS ASSN.,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,HOA
CA3601036,CALICO LAKE HOMEOWNERS,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA
CA3601010,CRYSTAL LAKE PROPERTY OWNERS,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA
CA3600094,DOGWOOD BLUE JAY CYN IMP,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA
CA3600785,LAKE JODIE WATER SYSTEM,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA
CA3600031,BIG PINE TRACT,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA
CA4000771,RANCHO NIPOMO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,HOA
CA4200807,WOODSTOCK RANCH,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,HOA
CA4200814,JONATA HOMEOWNERS ASSOCIATION,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,HOA
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,HOA
CA4400604,BRACKEN BRAE COUNTRY CLUB,DISTRICT 05 - MONTEREY,Mutual Benefit,HOA
CA4400585,RIDGEVIEW ESTATES MWC,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,HOA
CA4400605,CRESTWOOD HEIGHTS WATER ASSN,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,HOA
CA4400624,RANCHO CORRALITOS,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,HOA
CA4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,DISTRICT 01 - KLAMATH,Mutual Benefit,HOA
CA4900605,MARK WEST ACRES MWC,DISTRICT 18 - SONOMA,Mutual Benefit,HOA
CA5000099,DEL RIO EAST HOA WATER SYSTEM,LPA80 - STANISLAUS COUNTY,Mutual Benefit,HOA
CA5400880,THE LAKES ASSOCIATION,DISTRICT 24 - TULARE,Mutual Benefit,HOA
CA5400940,SIERRA KING HOMEOWNERS ASSN,DISTRICT 24 - TULARE,Mutual Benefit,HOA
CA5500057,LONG BARN PROPERTY OWNERS,DISTRICT 11 - MERCED,Mutual Benefit,HOA
CA5510004,PINECREST PERMITTEES ASSN,DISTRICT 11 - MERCED,Mutual Benefit,HOA
CA0707594,CASA MEDANOS WATER SYSTEM,LPA37 - CONTRA COSTA COUNTY,Private - Ancillary,Housing
CA1000277,ELM COURT,DISTRICT 23 - FRESNO,Private - Ancillary,Housing
CA1000295,KINGS PARK APARTMENTS,DISTRICT 23 - FRESNO,Private - Ancillary,Housing
CA1400511,MEADOW LAKE APARTMENTS,DISTRICT 13 - SAN BERNARDINO,Private - Ancillary,Housing
CA1400006,PINE CREEK VILLAGE,DISTRICT 13 - SAN BERNARDINO,Private - Ancillary,Housing
CA1400045,PRIMROSE LANE APARTMENTS,DISTRICT 13 - SAN BERNARDINO,Private - Ancillary,Housing
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,DISTRICT 12 - VISALIA,Private - Ancillary,Housing
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,DISTRICT 12 - VISALIA,Private - Ancillary,Housing
CA1500426,ROSE VILLA APARTMENTS,DISTRICT 19 - TEHACHAPI,Private - Ancillary,Housing
CA1500442,SUNSET APARTMENTS WS,DISTRICT 19 - TEHACHAPI,Private - Ancillary,Housing
CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,DISTRICT 03 - MENDOCINO,Private - Ancillary,Housing
CA1900717,CASA DULCE ESTATES,LPA49 - LA COUNTY,Private - Ancillary,Housing
CA2000800,MARQUEZ RENTAL,LPA50 - MADERA COUNTY,Private - Ancillary,Housing
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,LPA50 - MADERA COUNTY,Private - Ancillary,Housing
CA2210921,WHISPERING PINES APARTMENTS,DISTRICT 11 - MERCED,Private - Ancillary,Housing
CA2300735,HOLLY RANCH VILLAGE,DISTRICT 03 - MENDOCINO,Private - Ancillary,Housing
CA2400046,BLACK RASCAL WATER COMPANY,DISTRICT 11 - MERCED,Private - Ancillary,Housing
CA2701046,CAMPHORA APARTMENTS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Housing
CA2701068,IVERSON & JACKS APTS WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Housing
CA2701904,SAN JERARDO COOP WS,LPA57 - MONTEREY COUNTY,Private - Ancillary,Housing
