PWSID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNER_CODE_SDWIS,OWNERSHIP_KD,OWNERSHIP_KD_BI,TYPE,TYPE_consolidated,JURISDICTION_9,JURISDICTION_10,SOURCE_SDWIS,Source_coded_18,POP_TOTAL,SC_TOTAL,FEE_CODE_062018,FEE_FULL_062018,CWStype_fed_062018,CWStype_state062018,CWStype_state_name2018,WQ_REG,COMPLIANCE_STATUS,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS, , 
CA0605011,DEL ORO WC - ARBUCKLE DISTRICT,COLUSA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,188,55,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,COLUSA,Local,L,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,2300,794,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0610002,CITY OF COLUSA,COLUSA,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,6235,2204,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,COLUSA,Local,L,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,1294,392,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0610004,CITY OF WILLIAMS,COLUSA,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,5255,1324,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0706004,OAKLEY MUTUAL WATER COMPANY,CONTRA COSTA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,170,49,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0706005,FARRAR PARK PROPERTY OWNERS,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,140,56,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707501,ANGLER S RANCH #3,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,60,30,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707507,WILLOW PARK MARINA,CONTRA COSTA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,380,125,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707517,COLONIA SANTA MARIA,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,32,8,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707519,DUTCH SLOUGH WATER WORKS,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,49,18,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707523,FLAMINGO MOBILE MANOR,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,200,62,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707545,ORWOOD RESORT,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,350,70,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,CONTRA COSTA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,250,18,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707553,RIVERVIEW MOBILE HOMES,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,216,72,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707556,SANDMOUND MUTUAL,CONTRA COSTA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,160,65,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707558,HERTZ WATER SYSTEM,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,35,16,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707569,ANGLERS SUBDIVISION 4,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,210,99,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA0707572,BETHEL ISLAND MUTUAL WATER CO,CONTRA COSTA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,149,45,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA0707573,DELTA MUTUAL WATER COMPANY,CONTRA COSTA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,225,106,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707574,SANTIAGO ISLAND VILLAGE,CONTRA COSTA,Mixed (Public/Private),M,Private,Private,MHP,MHP,MHP,MHP,GW,GW,400,211,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0707575,FRANKS MARINA,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,185,66,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707576,PLEASANTIMES MUTUAL WATER CO,CONTRA COSTA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,380,190,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707577,RIVERVIEW WATER ASSOCIATION,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,230,86,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707585,MORAGA HEIGHTS MUTUAL WATER,CONTRA COSTA,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,60,22,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,2,2,,
CA0707588,BIG OAK MOBILE HOME PARK WATER,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,156,65,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707589,BELLA VISTA WATER SYS,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,93,33,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707594,CASA MEDANOS WATER SYSTEM,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,45,16,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707597,SANDY POINT MOBILE HOME PARK,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,94,24,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707598,CAMINO MOBILEHOME,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,210,75,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707601,RUSSOS MOBILE PARK,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,110,20,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707603,CLAYTON PALMS WATER,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,SWP,SWP,287,119,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707608,MARINA MOBILE MANOR,CONTRA COSTA,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,75,24,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707613,WILLOW MOBILE HOME PARK,CONTRA COSTA,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GW,GW,350,173,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0707615,DOUBLETREE RANCH WATER SYSTEM,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,49,18,SC,Small Community,C,C,Community,LPA,RETURNED TO COMPLIANCE,22,NA,22,,
CA0707623,WILCOX STATION RANCH,CONTRA COSTA,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,90,22,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0710001,CITY OF ANTIOCH,CONTRA COSTA,Local,L,Local,Public,City,City,CITY,CITY,SW,SW,103833,31568,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710002,GOLDEN STATE WATER COMPANY - BAY POINT,CONTRA COSTA,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,SWP,SWP,22058,4970,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,198000,60334,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710004,BRENTWOOD,CONTRA COSTA,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,54700,17939,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710006,CITY OF MARTINEZ,CONTRA COSTA,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,35375,9846,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710007,DIABLO WATER DISTRICT,CONTRA COSTA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,36014,10654,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710008,CITY OF PITTSBURG,CONTRA COSTA,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,62500,17429,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710009,TOWN OF DISCOVERY BAY,CONTRA COSTA,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,13500,5842,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,CONTRA COSTA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,396803,3,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0710011,CCWD/BRENTWOOD WTP,CONTRA COSTA,Local,L,Local,Public,County Water District,County Water District,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,52801,1,WH,WholesalerÂ Â,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800526,REDWOOD PARK C.S.D.,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,200,44,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800532,BIG ROCK C.S.D.,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,400,107,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800548,KLAMATH C.S.D.,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,100,60,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800552,NORTHCREST TRAILER CITY,DEL NORTE,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,250,89,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800555,GASQUET C.S.D.,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,775,210,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800556,HRC C.S.D.,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,150,41,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800557,HUNTER VALLEY CSD,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,96,65,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800603,BUTTE COURT MOBILE HOME PARK,DEL NORTE,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,67,23,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800605,WEST PARK PROPERTIES,DEL NORTE,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,112,42,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800700,LAS PALMAS MOBILE HOME PARK,DEL NORTE,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,120,84,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800800,PINE GROVE TRAILER PARK,DEL NORTE,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,100,51,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0800825,JED SMITH HOMEOWNERS ASSN.,DEL NORTE,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,58,27,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA0800861,RESERVATION RANCH,DEL NORTE,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,50,21,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0810001,CITY OF CRESCENT CITY,DEL NORTE,Local,L,Local,Public,City,City,CITY,CITY,GW,GW,15600,3416,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0810002,SMITH RIVER C.S.D.,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,2568,582,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0810003,BERTSCH OCEAN VIEW CSD,DEL NORTE,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GWP,GWP,1600,629,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0900102,GOLD BEACH PARK,EL DORADO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GU,GW,100,50,SC,Small Community,C,C,Community,LPA,OUT-OF-COMPLIANCE,3,NA,3,,
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,EL DORADO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,35,20,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0900300,KYBURZ MUTUAL WATER SYSTEM,EL DORADO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,250,120,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0900308,QUINTETTE SERVICE CORP WATER,EL DORADO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,100,41,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,1,1,,
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",EL DORADO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,75,35,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0900422,CRYSTAL CAVES MHP,EL DORADO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,100,40,SC,Small Community,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0901217,BEAR STATE WATER WORKS,EL DORADO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,100,33,,#N/A,C,C,Community,LPA,IN COMPLIANCE,0,NA,0,,
CA0910001,EL DORADO ID - MAIN,EL DORADO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,117246,40605,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910002,SOUTH TAHOE PUD - MAIN,EL DORADO,Local,L,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,91128,23935,DAVCL,Disadvantaged Large Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910003,"PLACERVILLE, CITY OF - MAIN",EL DORADO,Local,L,Local,Public,City,City,CITY,CITY,SWP,SWP,4807,2770,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,EL DORADO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,1300,575,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910007,LUKINS BROTHERS WATER COMPANY,EL DORADO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,250,972,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910012,TAHOE CITY PUD - RUBICON,EL DORADO,Local,L,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,939,620,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910013,GEORGETOWN DIVIDE PUD,EL DORADO,Local,L,Local,Public,PUD,PUD,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,9237,3638,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910015,TAHOE KEYS WATER COMPANY,EL DORADO,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,1200,1563,C1,Large Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910017,EL DORADO ID - STRAWBERRY,EL DORADO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,358,147,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,1,NA,1,,
CA0910018,EL DORADO ID - OUTINGDALE,EL DORADO,Local,L,Local,Public,Irrigation District,Irrigation District,SPECIAL DISTRICT,SPECIAL DISTRICT,SW,SW,497,191,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA0910019,LAKESIDE PARK ASSOCIATION,EL DORADO,Private,P,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,SW,SW,1000,134,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000004,BELMONT WATER CORPORATION,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,112,40,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,NA,1,,
CA1000005,BIG CREEK COMMUNITY SERV DIST,FRESNO,Local,L,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,SWP,SWP,124,67,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,20,NA,20,,
CA1000018,EASTON ESTATES WATER COMPANY,FRESNO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,302,107,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000019,FCSA #30/EL PORVENIR,FRESNO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,SW,SW,143,50,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,41,NA,41,,
CA1000021,FCSA #05/WILDWOOD ISLAND,FRESNO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GW,GW,417,149,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000023,FCSA #14/BELMONT MANOR,FRESNO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GW,GW,115,41,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,1,NA,1,,
CA1000039,FCSA #10/CUMORAH KNOLLS,FRESNO,Local,L,Local,Public,CSA,CSA,COUNTY,COUNTY,GW,GW,132,47,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000040,FCWWD #37/MILE HIGH,FRESNO,Local,L,Local,Public,CWWD,CWWD,COUNTY,COUNTY,GW,GW,128,46,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000041,FCWWD #38/SKY HARBOUR,FRESNO,Mixed (Public/Private),M,Local,Public,CWWD,CWWD,COUNTY,COUNTY,GW,GW,165,60,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000042,FCWWD #40/SHAVER SPRINGS,FRESNO,Local,L,Local,Public,CWWD,CWWD,COUNTY,COUNTY,GW,GW,193,69,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,33,NA,33,,
CA1000053,LANARE COMMUNITY SERVICES DIST,FRESNO,Private,P,Local,Public,CSD,CSD,SPECIAL DISTRICT,SPECIAL DISTRICT,GW,GW,660,153,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,27,NA,27,,
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,FRESNO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GWP,GWP,375,107,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,6,1,7,,
CA1000056,MEADOW LAKES CLUB,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,145,120,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,FRESNO,Private,P,Private,Private,IOU,IOU,PRIVATE-IOU,PRIVATE-IOU,GW,GW,99,29,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000061,MUSICK MEADOWS #2,FRESNO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,100,74,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA1000063,NEW AUBERRY WATER ASSOCIATION,FRESNO,Private,P,Private,Private,MWC,MWC,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,200,40,DAVCS,Disadvantaged Small Community Water System,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,FRESNO,Mixed (Public/Private),M,Private,Private,PA,PA,PRIVATE- MUT BENEFIT,PRIVATE- MUT BENEFIT,GW,GW,345,200,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000075,TRACT 1199 WATER SYSTEM,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,25,10,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,FRESNO,Local,L,Local,Public,CWWD,CWWD,COUNTY,COUNTY,GW,GW,343,104,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000199,ALICE MANOR,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,46,1,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,2,NA,2,,
CA1000200,RUBYS VALLEY CARE HOME,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,GW,GW,75,1,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000213,HARRIS FARMS/HORSE BARN,FRESNO,Private,P,Private,Private,Private,Private,PRIVATE,PRIVATE,SW,SW,100,20,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,23,NA,23,,
CA1000229,GREEN ACRES MOBILE HOME ESTATE,FRESNO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,350,112,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
CA1000238,CAMDEN TRAILER PARK,FRESNO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,75,25,SC,Small Community,C,C,Community,SWRCB-DISTRICT,RETURNED TO COMPLIANCE,13,NA,13,,
CA1000244,SHADY LAKES MOBILE HOME PARK,FRESNO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,160,60,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,2,2,,
CA1000247,SHERWOOD FOREST MHP,FRESNO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,126,50,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,1,1,,
CA1000248,DOUBLE L MOBILE RANCH PARK,FRESNO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,80,37,SC,Small Community,C,C,Community,SWRCB-DISTRICT,OUT-OF-COMPLIANCE,13,5,18,,
CA1000257,MT ARARAT MOBILE HOME PARK,FRESNO,Private,P,Private,Private,MHP,MHP,MHP,MHP,GW,GW,46,36,SC,Small Community,C,C,Community,SWRCB-DISTRICT,IN COMPLIANCE,0,NA,0,,
