Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type
CA1200541,PHILLIPSVILLE C.S.D.,C,D1,T2,HUMBOLDT  ,GW
CA1200544,REDCREST WATER WORKS,C,D1,T2,HUMBOLDT  ,SW
CA1200547,MILL CREEK M.W.C.,C,D1,There are no treatment plants,HUMBOLDT  ,GW
CA1200553,WEOTT C.S.D.,C,D1,T2,HUMBOLDT  ,SW
CA1200566,ORLEANS MUTUAL WATER COMPANY,C,D1,T2,HUMBOLDT  ,SW
CA1200587,BRICELAND C.S.D.,C,D1,T2,HUMBOLDT  ,SW
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,C,D1,T2,HUMBOLDT  ,SW
CA1200590,MOONSTONE HEIGHTS MWA,C,D1,T1,HUMBOLDT  ,GW
CA1200591,BIG LAGOON PARK WATER CO.,C,D1,TD,HUMBOLDT  ,GW
CA1200592,BIG LAGOON CSD,C,D1,TD,HUMBOLDT  ,GW
CA1200643,BEACH CREEK MOBILE HOME PARK,C,D1,T2,HUMBOLDT  ,SW
CA1200671,BENBOW-DEL ORO W.C.,C,D1,T2,HUMBOLDT  ,SW
CA1200687,RIVERBEND MOBILE HOME PARK,C,D1,There are no treatment plants,HUMBOLDT  ,GW
CA1200701,ORICK C.S.D.,C,D1,TD,HUMBOLDT  ,GW
CA1200706,TRINIDAD EXTENDED STAY RV,C,D1,T2,HUMBOLDT  ,SW
CA1200707,MIRANDA C.S.D.,C,D1,TD,HUMBOLDT  ,GW
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,C,D1,TD,HUMBOLDT  ,GW
CA1200718,WADDINGTON W.W.,C,D1,TD,HUMBOLDT  ,GW
CA1200729,ORLEANS C.S.D.,C,D1,T2,HUMBOLDT  ,SW
CA1206002,PALOMINO ESTATES WATER COMPANY,C,D1,T2,HUMBOLDT  ,SW
CA1206004,PALMER CREEK CSD,C,D1,T1,HUMBOLDT  ,GW
CA1210001,"ARCATA, CITY OF",C,D3,T2,HUMBOLDT  ,GWP
CA1210002,"BLUE LAKE, CITY OF",C,D2,There are no treatment plants,HUMBOLDT  ,GWP
CA1210004,"EUREKA, CITY OF",C,D3,T2,HUMBOLDT  ,GWP
CA1210006,"FORTUNA, CITY OF",C,D3,T2,HUMBOLDT  ,GW
CA1210007,DEL ORO WATER CO-FERNDALE,C,D2,T1,HUMBOLDT  ,GW
CA1210008,GARBERVILLE SANITARY DISTRICT,C,D2,T2,HUMBOLDT  ,SW
CA1210009,HUMBOLDT C.S.D.,C,D4,T2,HUMBOLDT  ,GW
CA1210010,SCOTIA CSD,C,D1,T2,HUMBOLDT  ,SW
CA1210011,REDWAY C.S.D.,C,D2,T2,HUMBOLDT  ,SW
CA1210012,"RIO DELL, CITY OF",C,D2,T3,HUMBOLDT  ,SW
CA1210013,HUMBOLDT BAY MWD,C,D4,T4,HUMBOLDT  ,GW
CA1210015,WILLOW CREEK C.S.D.,C,D2,T2,HUMBOLDT  ,GU
CA1210016,MCKINLEYVILLE C.S.D.,C,D3,There are no treatment plants,HUMBOLDT  ,GWP
CA1210017,MANILA COMMUNITY SERVICES DIST.,C,D1,There are no treatment plants,HUMBOLDT  ,GWP
CA1210018,"TRINIDAD, CITY OF",C,D1,T3,HUMBOLDT  ,SW
CA1210019,HYDESVILLE CO. W.D.,C,D2,TD,HUMBOLDT  ,GW
CA1210020,FIELDBROOK GLENDALE C.S.D.,C,D2,There are no treatment plants,HUMBOLDT  ,GWP
CA1210021,JACOBY CREEK CSD,C,D1,There are no treatment plants,HUMBOLDT  ,GWP
CA1210022,RESORT IMPROVEMENT DISTRICT #1,C,D2,T2,HUMBOLDT  ,SW
CA1210023,LOLETA C.S.D.,C,D2,T1,HUMBOLDT  ,GW
CA1210024,WESTHAVEN C.S.D.,C,D1,T2,HUMBOLDT  ,SW
CA1300009,WINTERHAVEN COUNTY WATER DISTRICT,C,D1,T2,IMPERIAL  ,GW
CA1300018,GATEWAY,C,D2,T3,IMPERIAL  ,SW
CA1300513,OCOTILLO MUTUAL WATER CO,C,D1,There are no treatment plants,IMPERIAL  ,GW
CA1300514,COYOTE VALLEY MUTUAL WATER CO,C,D1,There are no treatment plants,IMPERIAL  ,GW
CA1300546,GOLD ROCK RANCH,C,D1,There are no treatment plants,IMPERIAL  ,GW
CA1300550,COUNTRY LIFE MH & RV PARK,C,D1,T2,IMPERIAL  ,SW
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,C,D1,There are no treatment plants,IMPERIAL  ,GW
CA1300572,VALLEY MOBILE HOME PARK,C,D1,T2,IMPERIAL  ,SW
CA1300575,DATE GARDENS MOBILE HOME PARK,C,D1,T2,IMPERIAL  ,SW
CA1300588,IID VILLAGE,C,D1,T1,IMPERIAL  ,GW
CA1300616,PALO VERDE COUNTY WATER DIST.,C,D1,T2,IMPERIAL  ,GW
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,C,D1,T2,IMPERIAL  ,SW
CA1300622,SPORTSMANS PARADISE,C,D1,There are no treatment plants,IMPERIAL  ,GW
CA1300626,SUNBEAM LAKE RV RESORT,C,D1,T1,IMPERIAL  ,SWP
CA1300628,IMPERIAL LAKES INC.,C,D1,T3,IMPERIAL  ,SW
CA1300629,JACKSON HIDE-A-WAY,C,D1,There are no treatment plants,IMPERIAL  ,GW
CA1300664,RIVERFRONT MUTUAL WATER COMPANY,C,D1,T1,IMPERIAL  ,GW
CA1310001,"BRAWLEY, CITY OF",C,D3,T4,IMPERIAL  ,SWP
CA1310002,"CALEXICO, CITY OF",C,D4,T4,IMPERIAL  ,SWP
CA1310003,GSWC - CALIPATRIA,C,D3,T4,IMPERIAL  ,SWP
CA1310004,"EL CENTRO, CITY OF",C,D5,T5,IMPERIAL  ,SWP
CA1310005,"HOLTVILLE, CITY OF",C,D3,T3,IMPERIAL  ,SWP
CA1310006,"IMPERIAL, CITY OF",C,D3,T3,IMPERIAL  ,SWP
CA1310007,HEBER PUBLIC UTILITY DISTRICT,C,D2,T3,IMPERIAL  ,SWP
CA1310008,"WESTMORLAND, CITY OF",C,D2,T3,IMPERIAL  ,SWP
CA1310013,SEELEY CWD,C,D2,T3,IMPERIAL  ,SWP
CA1310700,NAF EL CENTRO,C,D2,T3,IMPERIAL  ,SWP
CA1310800,CALIPATRIA STATE PRISON,C,D2,T2,IMPERIAL  ,SWP
CA1310801,CENTINELA STATE PRISON,C,D2,T3,IMPERIAL  ,SWP
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,C,D1,There are no treatment plants,INYO  ,GW
CA1400004,CHARLES BROWN WATER COMPANY,C,D1,T1,INYO  ,GW
CA1400005,"OWENS VALLEY WATER RESOURCES, INC.",C,D1,There are no treatment plants,INYO  ,GW
CA1400006,PINE CREEK VILLAGE,C,D1,There are no treatment plants,INYO  ,GW
CA1400007,SIERRA HIGHLAND CSD,C,D1,There are no treatment plants,INYO  ,GW
CA1400010,"ROLLING GREEN UTILITIES, INC.",C,D1,There are no treatment plants,INYO  ,GW
CA1400020,ABERDEEN WATER SYSTEM,C,D1,There are no treatment plants,INYO  ,GW
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,C,D1,There are no treatment plants,INYO  ,GW
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400027,CARTAGO MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400030,GLENWOOD MOBILE ESTATES,C,D1,There are no treatment plants,INYO  ,GW
CA1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400034,KEOUGH'S HOT SPRINGS,C,D1,There are no treatment plants,INYO  ,GW
CA1400036,KEELER COMMUNITY SERVICE DISTRICT,C,D1,T2,INYO  ,GW
CA1400037,FOOTHILL MOBILE HOME PARK,C,D1,There are no treatment plants,INYO  ,GW
CA1400045,PRIMROSE LANE APARTMENTS,C,D1,There are no treatment plants,INYO  ,GW
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400059,BROOKSIDE MOBILE HOME PARK,C,D1,There are no treatment plants,INYO  ,GW
CA1400066,ASPENDELL MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,C,D1,There are no treatment plants,INYO  ,GW
CA1400072,NORTH LONE PINE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400078,SCE BISHOP CREEK PLANT 4,C,D1,There are no treatment plants,INYO  ,GW
CA1400098,DARWIN COMMUNITY SERVICE DISTRICT,C,D1,T2,INYO  ,GU
CA1400099,MOUNTAIN VIEW TRAILER COURT,C,D1,There are no treatment plants,INYO  ,GW
CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,C,D1,There are no treatment plants,INYO  ,GW
CA1400110,PARK WEST MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400111,MEADOWCREEK MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400135,WILSON CIRCLE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,INYO  ,GW
CA1400144,SUNLAND VILLAGE MOBILE HOME PARK,C,D1,There are no treatment plants,INYO  ,GW
CA1400155,CONTROL GORGE POWER PLANT,C,D1,T3,INYO  ,GU
CA1400511,MEADOW LAKE APARTMENTS,C,D1,There are no treatment plants,INYO  ,GW
CA1400518,VAN LOON WATER ASSOCIATION,C,D1,There are no treatment plants,INYO  ,GW
CA1400534,TECOPA WATER VENDING MACHINE,C,D1,T2,INYO  ,GW
CA1410001,"BISHOP, CITY OF",C,D1,TD,INYO  ,GW
CA1410002,LADWP - INDEPENDENCE,C,D1,There are no treatment plants,INYO  ,GW
CA1410003,LADWP - LONE PINE,C,D2,There are no treatment plants,INYO  ,GW
CA1410004,LADWP - BIG PINE,C,D1,There are no treatment plants,INYO  ,GW
CA1410005,INDIAN CREEK CSD,C,D1,There are no treatment plants,INYO  ,GW
CA1410006,BIG PINE CSD,C,D1,TD,INYO  ,GWP
CA1410007,HIGHLAND MOBILE HOME PARK,C,D1,There are no treatment plants,INYO  ,GW
CA1410008,INYO COUNTY PWD - INDEPENDENCE,C,D1,TD,INYO  ,GWP
CA1410009,INYO COUNTY PWD - LONE PINE,C,D2,TD,INYO  ,GWP
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",C,D1,T2,INYO  ,GW
CA1410503,"NPS - DEATH VALLEY, COW CREEK/NEVARES",C,D1,T2,INYO  ,GW
CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",C,D1,T2,INYO  ,GW
CA1410510,LADWP - MANZANAR,C,D1,There are no treatment plants,INYO  ,GW
CA1410800,CDF - OWENS VALLEY CONSERVATION CAMP,C,D1,There are no treatment plants,INYO  ,GW
CA1500096,OLD RIVER MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500152,MIRASOL COMPANY WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1500209,ALTA SIERRA MUTUAL WATER CO.,C,D1,TD,KERN  ,GW
CA1500211,STOCKDALE ANNEX MUTUAL WATER,C,D1,TD,KERN  ,GW
CA1500231,VICTORY MUTUAL WATER COMPANY,C,D1,T2,KERN  ,GW
CA1500251,RIVERKERN MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500252,KERN VALLEY MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500289,ATHAL MUTUAL WATER SYSTEM,C,D1,TD,KERN  ,GW
CA1500290,NORTH MUROC MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,SWP
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,C,D1,TD,KERN  ,GW
CA1500324,WONDER ACRES WATER SYSTEM,C,D1,TD,KERN  ,GWP
CA1500327,RANCHO SECO INC. WATER SYSTEM,C,D1,TD,KERN  ,GW
CA1500333,CWS - FREMONT VALLEY,C,D1,TD,KERN  ,GW
CA1500336,BURLANDO HEIGHTS MUTUAL WATER CO.,C,D1,There are no treatment plants,KERN  ,GW
CA1500340,WEST TEHACHAPI MUTUAL,C,D1,TD,KERN  ,GW
CA1500341,SIERRA BELLA MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500349,STOCKDALE MUTUAL WATER CO.,C,D1,TD,KERN  ,GW
CA1500364,KERNVALE MUTUAL WATER CO,C,D1,There are no treatment plants,KERN  ,GWP
CA1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,C,D1,TD,KERN  ,GWP
CA1500374,CWS-GRAND OAKS WATER SYSTEM,C,D1,TD,KERN  ,GW
CA1500378,MAHER MUTUAL WATER COMPANY,C,D1,T2,KERN  ,GW
CA1500393,RAINBIRD VALLEY MWC,C,D1,TD,KERN  ,GW
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,C,D1,TD,KERN  ,GW
CA1500401,METTLER COUNTY WATER DISTRICT,C,D1,TD,KERN  ,GW
CA1500404,PINEBROOK COMMUNITY WATER WELL,C,D1,There are no treatment plants,KERN  ,GW
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",C,D1,T2,KERN  ,GW
CA1500406,TRADEWIND WATER ASSOC.,C,D1,TD,KERN  ,GW
CA1500407,CWS-SPLIT MOUNTAIN WATER SYSTEM,C,D1,T2,KERN  ,GU
CA1500409,BROCK MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500413,TEJON RANCH MAIN HEADQUARTERS,C,D1,There are no treatment plants,KERN  ,GW
CA1500424,LANDS OF PROMISE MWC,C,D1,There are no treatment plants,KERN  ,GW
CA1500426,ROSE VILLA APARTMENTS,C,D1,TD,KERN  ,GW
CA1500436,HUNGRY GULCH MWC,C,D1,TD,KERN  ,GW
CA1500443,CANYON MEADOWS MUTUAL WATER,C,D1,T2,KERN  ,GW
CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500449,FOURTH STREET WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1500452,RIVERDALE VILLAGE,C,D1,TD,KERN  ,GW
CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500458,R.S. MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500459,LAKE OF THE WOODS MOBILE VILLAGE,C,D1,There are no treatment plants,KERN  ,GW
CA1500461,FOUNTAIN TRAILER PARK WATER,C,D1,There are no treatment plants,KERN  ,GW
CA1500465,OAK KNOLLS MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500466,A.F.P. MUTUAL WATER COMPANY,C,D1,T1,KERN  ,GW
CA1500475,KRISTA MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500478,"VALLEY ESTATES POA, INC.",C,D1,There are no treatment plants,KERN  ,GW
CA1500481,RIVERNOOK CAMPGROUND,C,D1,There are no treatment plants,KERN  ,GW
CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,C,D1,TD,KERN  ,GW
CA1500485,ANTELOPE VALLEY MOBILE ESTATES,C,D1,There are no treatment plants,KERN  ,GW
CA1500489,BRITE LAKE MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500493,"EL ADOBE POA, INC.",C,D1,TD,KERN  ,GW
CA1500494,WILSON ROAD WATER COMMUNITY,C,D1,TD,KERN  ,GW
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,C,D1,TD,KERN  ,GW
CA1500516,TUT BROTHERS FARM #96,C,D1,TD,KERN  ,GW
CA1500518,AGBAYANI VILLAGE WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500535,MANON MANOR MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500540,PINON VALLEY WATER COMPANY,C,D1,T1,KERN  ,GW
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,C,D1,TD,KERN  ,GW
CA1500543,AGAPE MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,C,D1,T2,KERN  ,GW
CA1500546,HARVEST MOON MUTUAL WATER CO,C,D1,TD,KERN  ,GW
CA1500550,WEST VALLEY MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500553,RANCHOS DEL RIO,C,D1,There are no treatment plants,KERN  ,GW
CA1500554,EAST INYOKERN MUTUAL WATER,C,D1,There are no treatment plants,KERN  ,GW
CA1500555,MUSTANG MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1500556,HART FLAT BEAR MUTUAL WATER,C,D1,There are no treatment plants,KERN  ,GW
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,C,D1,TD,KERN  ,GW
CA1500560,KRANENBURG WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1500561,ROUND MOUNTAIN WATER COMPANY,C,D1,T1,KERN  ,GW
CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1500564,HOMETOWN WATER ASSOCIATION,C,D1,There are no treatment plants,KERN  ,GW
CA1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,C,,There are no treatment plants,KERN  ,GWP
CA1500569,VALLEY VIEW ESTATES MUTUAL WATER CO,C,D1,TD,KERN  ,GW
CA1500571,KERN MOBILE ESTATES LLC,C,D1,TD,KERN  ,GW
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500578,LONG CANYON WATER COMPANY CORP.,C,D1,TD,KERN  ,GW
CA1500579,LIFE WATER CO-OP,C,D1,TD,KERN  ,GW
CA1500584,GOOSELAKE WATER COMPANY,C,D1,TD,KERN  ,GW
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,C,D1,TD,KERN  ,GW
CA1500588,SON SHINE PROPERTIES,C,D1,TD,KERN  ,GW
CA1500591,SWEET WATER CO-OP,C,D1,There are no treatment plants,KERN  ,GW
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,C,D1,Operator is not required,KERN  ,GW
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,C,D1,T1,KERN  ,GW
CA1502056,CLARK STREET COMMUNITY WELL,C,D1,There are no treatment plants,KERN  ,GW
CA1502164,LLANAS CAMP FOUR WATER SYSTEM,C,D1,TD,KERN  ,GW
CA1502232,ROSAMOND MOBILEHOME PARK,C,D1,TD,KERN  ,GW
CA1502247,DESERT BREEZE MOBILE HOME ESTATES,C,D1,TD,KERN  ,GW
CA1502315,CAMP OWEN WATER SYSTEM,C,D1,T1,KERN  ,GW
CA1502320,LERDO SHERIFF S FACILITY,C,D2,T2,KERN  ,GW
CA1502383,NORD ROAD WATER ASSOCIATION,C,D1,T1,KERN  ,GW
CA1502449,CYPRESS CANYON WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,C,D1,There are no treatment plants,KERN  ,GW
CA1502545,SCHWEIKART WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1502564,SIERRA MEADOWS,C,D1,There are no treatment plants,KERN  ,GW
CA1502569,FIRST MUTUAL WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1502600,WEGIS MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1502608,OWENS PEAK WEST,C,D1,There are no treatment plants,KERN  ,GW
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1502620,POND MUTUAL WATER COMPANY,C,D1,T1,KERN  ,GW
CA1502622,GOSFORD ROAD WATER COMPANY,C,D1,There are no treatment plants,KERN  ,GW
CA1502629,HEATH BRIMHALL P.O.A.,C,D1,There are no treatment plants,KERN  ,GW
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1502653,BELLA VISTA MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1502659,OWENS PEAK SOUTH,C,D1,There are no treatment plants,KERN  ,GW
CA1502663,TOWN & COUNTRY WATER COMPANY,C,D1,T1,KERN  ,GW
CA1502670,"FAIRVIEW WATER COMPANY, LLC",C,D1,TD,KERN  ,GW
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",C,D1,There are no treatment plants,KERN  ,GW
CA1502699,EAST WILSON ROAD WATER COMPANY,C,D1,Operator is not required,KERN  ,GW
CA1502744,60TH STREET ASSOC. WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,C,D1,There are no treatment plants,KERN  ,GW
CA1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,C,D1,T2,KERN  ,GW
CA1503270,LAKE ISABELLA COMMUNITY SERVICES DIST,C,D1,There are no treatment plants,KERN  ,GWP
CA1503329,HART CREEK ESTATES MUTUAL WATER CO.,C,D1,T1,KERN  ,GW
CA1503475,WESTERN ACRES MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,C,D1,Operator is not required,KERN  ,GW
CA1503526,WINI MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1503536,GLENNVILLE MUTUAL WATER COMPANY,C,D1,TD,KERN  ,GW
CA1503669,NORTH KRANENBURG WS,C,D1,There are no treatment plants,KERN  ,GW
CA1503684,148 EAST WATER SYSTEM,C,D1,There are no treatment plants,KERN  ,GW
CA1510001,ARVIN COMMUNITY SERVICES DIST,C,D3,T2,KERN  ,GW
CA1510002,BORON CSD,C,D2,There are no treatment plants,KERN  ,SWP
CA1510003,CWS - BAKERSFIELD,C,D5,T5,KERN  ,SW
CA1510004,"CASA LOMA WATER CO, INC.",C,D1,There are no treatment plants,KERN  ,GW
CA1510005,"DELANO, CITY OF",C,D4,T2,KERN  ,GW
CA1510006,EAST NILES CSD,C,D4,T2,KERN  ,SWP
CA1510007,FRAZIER PARK PUD,C,D2,TD,KERN  ,GW
CA1510009,ERSKINE CREEK WC,C,D2,TD,KERN  ,GW
CA1510011,BUTTONWILLOW CWD,C,D2,TD,KERN  ,GW
CA1510012,LAMONT PUBLIC UTILITY DIST,C,D3,T2,KERN  ,GW
CA1510013,"MCFARLAND, CITY OF",C,D3,T2,KERN  ,GW
CA1510014,MOJAVE PUD,C,D2,T2,KERN  ,SWP
CA1510015,OILDALE MWC,C,D3,TD,KERN  ,SWP
CA1510016,RAND COMMUNITIES WATER DISTRICT,C,D1,TD,KERN  ,GW
CA1510017,INDIAN WELLS VALLEY W.D.,C,D3,T3,KERN  ,GW
CA1510018,ROSAMOND CSD,C,D3,T1,KERN  ,SWP
CA1510019,"SHAFTER, CITY OF",C,D3,T2,KERN  ,GW
CA1510020,"TEHACHAPI, CITY OF",C,D2,T2,KERN  ,GW
CA1510021,"WASCO, CITY OF",C,D3,TD,KERN  ,GW
CA1510022,WEST KERN WATER DISTRICT,C,D4,T2,KERN  ,GW
CA1510023,LAKE OF THE WOODS MWC,C,D2,T2,KERN  ,GW
CA1510024,GREENFIELD COUNTY WD,C,D3,T2,KERN  ,GW
CA1510025,STALLION SPRINGS CSD,C,D3,T2,KERN  ,GW
CA1510026,CWS - UPPER BODFISH WATER SYSTEM,C,D2,T3,KERN  ,GW
CA1510027,DESERT LAKE COMM SERV DIST,C,D1,There are no treatment plants,KERN  ,SWP
CA1510028,MIL POTRERO MWC,C,D2,T2,KERN  ,GW
CA1510029,VAUGHN WC INC,C,D3,T2,KERN  ,GW
CA1510031,"BAKERSFIELD, CITY OF",C,D4,T3,KERN  ,SWP
CA1510032,"CALIFORNIA CITY, CITY OF",C,D3,TD,KERN  ,SWP
CA1510033,CWS - KERNVILLE,C,D2,T3,KERN  ,SW
CA1510036,INYOKERN CSD,C,D1,TD,KERN  ,GW
CA1510038,BEAR VALLEY CSD,C,D3,TD,KERN  ,GW
CA1510039,CWS SOUTHLAKE SYSTEM,C,D2,T2,KERN  ,GW
CA1510040,KERN COUNTY WATER AGENCY,C,D4,T5,KERN  ,SW
CA1510042,MOUNTAIN MESA WC,C,D2,T2,KERN  ,GW
CA1510043,CWS-ONYX WATER SYSTEM,C,D1,T2,KERN  ,GW
CA1510045,GOLDEN HILLS CSD,C,D2,T2,KERN  ,GW
CA1510046,LOST HILLS UTILITY DISTRICT,C,D2,T2,KERN  ,GW
CA1510049,CWS - LAKELAND,C,D1,T2,KERN  ,GW
CA1510051,LEBEC COUNTY WATER DISTRICT,C,D2,TD,KERN  ,GW
CA1510052,NORTH EDWARDS WD,C,D1,There are no treatment plants,KERN  ,SWP
CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,C,D3,T4,KERN  ,SW
CA1510054,PINON PINES MWC,C,D1,There are no treatment plants,KERN  ,GW
CA1510055,CWS - NORTH GARDEN,C,D3,T4,KERN  ,SW
CA1510056,CWS - LOWER BODFISH WATER SYSTEM,C,D2,T3,KERN  ,GW
CA1510701,EDWARDS AFB - MAIN BASE,C,D4,T2,KERN  ,SWP
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,C,D3,T2,KERN  ,GW
CA1510800,CCI - TEHACHAPI,C,D2,T1,KERN  ,GW
CA1510801,WASCO ST. PRISON RECEPTION CTR,C,D2,TD,KERN  ,GW
CA1510802,KERN VALLEY STATE PRISON,C,D2,T2,KERN  ,GW
CA1600002,SUNSET VISTA ESTATES MHP,C,D1,T1,KINGS  ,GW
CA1600023,AZCAL MANAGEMENT CO,C,D1,T2,KINGS  ,SW
CA1600293,15TH AVENUE,C,D1,T1,KINGS  ,GW
CA1600507,HARDWICK WATER COMPANY,C,D1,There are no treatment plants,KINGS  ,GW
CA1610001,ARMONA COMMUNITY SERVICES DIST,C,D2,T3,KINGS  ,GW
CA1610002,"AVENAL, CITY OF",C,D3,T3,KINGS  ,SW
CA1610003,"HANFORD, CITY OF",C,D4,T2,KINGS  ,GW
CA1610004,"CORCORAN, CITY OF",C,D3,T4,KINGS  ,GW
CA1610005,"LEMOORE, CITY OF",C,D3,T3,KINGS  ,GW
CA1610006,STRATFORD PUD,C,D2,TD,KINGS  ,GW
CA1610007,HOME GARDEN CSD,C,D2,T2,KINGS  ,GW
CA1610009,KETTLEMAN CITY CSD,C,D1,T3,KINGS  ,SW
CA1610700,LEMOORE NAVAL AIR STATION,C,D3,T3,KINGS  ,SW
CA1700502,ANDERSON SPRINGS CSD,C,D1,TD,LAKE  ,GW
CA1700508,GLENHAVEN MUTUAL WATER COMPANY,C,D1,T1,LAKE  ,GW
CA1700518,LOCH LOMOND MUTUAL WATER CO,C,D1,T1,LAKE  ,GW
CA1700519,CRESCENT BAY IMPROVEMENT COMPANY,C,D1,T2,LAKE  ,SW
CA1700527,MOUNTAIN OF ATTENTION WATER,C,D1,T1,LAKE  ,GW
CA1700536,SUNRISE SHORE MUTUAL WATER COMPANY,C,D1,T1,LAKE  ,GW
