PWSID,PWS_Name,Primacy_FINAL,Final_inst_update,Inst_Subtype,SWRCB_LPA,CPUC
CA4600017,R.R. LEWIS SMALL WC,DISTRICT 02 - LASSEN,Investor Owned Utility,Class D,SWRCB,Yes
CA4600056,"SIERRA CITY WATER WORKS, INC.",DISTRICT 02 - LASSEN,Investor Owned Utility,Class D,SWRCB,Yes
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),DISTRICT 18 - SONOMA,Investor Owned Utility,Class D,SWRCB,Yes
CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,DISTRICT 18 - SONOMA,Investor Owned Utility,Class D,SWRCB,Yes
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),DISTRICT 18 - SONOMA,Investor Owned Utility,Class D,SWRCB,Yes
CA5200502,LAS FLORES WATER WORKS,LPA82 - TEHAMA COUNTY,Investor Owned Utility,Class D,LPA,Yes
CA5200560,MIRA MONTE WATER CO.,LPA82 - TEHAMA COUNTY,Investor Owned Utility,Class D,LPA,Yes
CA5200012,VISTA GRANDE WATER SYSTEM,LPA82 - TEHAMA COUNTY,Investor Owned Utility,Class D,LPA,Yes
CA5400732,PIERPOINT SPRINGS WATER CO.,DISTRICT 24 - TULARE,Investor Owned Utility,Class D,SWRCB,Yes
CA5510016,"SIERRA PARK WATER COMPANY, INC.",DISTRICT 11 - MERCED,Investor Owned Utility,Class D,SWRCB,Yes
CA5500077,SLIDE INN SNOWBOWL WATER CO,DISTRICT 11 - MERCED,Investor Owned Utility,Class D,SWRCB,Yes
CA5510024,SONORA WATER COMPANY INC,DISTRICT 11 - MERCED,Investor Owned Utility,Class D,SWRCB,Yes
CA5610006,YERBA BUENA WATER COMPANY,DISTRICT 06 - SANTA BARBARA,Investor Owned Utility,Class D,SWRCB,Yes
CA4110005,GUADALUPE VALLEY MID,DISTRICT 17 - SANTA CLARA,Special Act District,City,SWRCB,NO
CA4400571,DAVENPORT COUNTY SANITATION,DISTRICT 05 - MONTEREY,County Sanitation District,County,SWRCB,NO
CA0600008,COLUSA CO. WWD #1 - GRIMES,DISTRICT 21 - VALLEY,County Waterworks District,County,SWRCB,NO
CA0600013,COLUSA CO. WWD #2 - PRINCETON,DISTRICT 21 - VALLEY,County Waterworks District,County,SWRCB,NO
CA1010051,FCWWD #18/FRIANT,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1010062,FCWWD #18/MIRA BELLA,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1000040,FCWWD #37/MILE HIGH,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1000041,FCWWD #38/SKY HARBOUR,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1000042,FCWWD #40 / SHAVER SPRINGS,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1010017,FCWWD #41/SHAVER LAKE,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,DISTRICT 23 - FRESNO,County Waterworks District,County,SWRCB,NO
CA1710007,KELSEYVILLE CO WATERWORKS DISTRICT 3,DISTRICT 03 - MENDOCINO,County Waterworks District,County,SWRCB,NO
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910248,LOS ANGELES CWWD 37-ACTON,DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",DISTRICT 16 - CENTRAL,County Waterworks District,County,SWRCB,NO
CA4600019,SIERRA CO. W.W.D #1 CALPINE,DISTRICT 02 - LASSEN,County Waterworks District,County,SWRCB,NO
CA5310002,TRINITY CO. W.W. DIST #1,DISTRICT 01 - KLAMATH,County Waterworks District,County,SWRCB,NO
CA5610015,VENTURA CWWD NO. 19 - SOMIS,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County,SWRCB,NO
CA5610023,VENTURA WWD NO. 8 - SIMI VALLEY,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County,SWRCB,NO
CA5610018,VENTURA CWWD NO. 1 - MOORPARK,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County,SWRCB,NO
CA5610003,VENTURA CWWD NO. 17 - BELL CANYON,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County,SWRCB,NO
CA5610069,VENTURA CWWD NO. 38 - LAKE SHERWOOD,DISTRICT 06 - SANTA BARBARA,County Waterworks District,County,SWRCB,NO
CA3210002,PLUMAS COUNTY FLOOD CONTROL,DISTRICT 02 - LASSEN,Special Act District,County,SWRCB,NO
CA3410002,SCWA - ARDEN PARK VISTA,DISTRICT 09 - SACRAMENTO,Special Act District,County,SWRCB,NO
CA3410029,SCWA - LAGUNA/VINEYARD,DISTRICT 09 - SACRAMENTO,Special Act District,County,SWRCB,NO
CA3410704,SCWA MATHER-SUNRISE,DISTRICT 09 - SACRAMENTO,Special Act District,County,SWRCB,NO
CA3400106,EAST WALNUT GROVE [SWS],LPA64 - SACRAMENTO COUNTY,Special Act District,County,LPA,NO
CA3400101,HOOD WATER MAINTENCE DIST [SWS],LPA64 - SACRAMENTO COUNTY,Special Act District,County,LPA,NO
CA3400156,SOUTHWEST TRACT W M D [SWS],LPA64 - SACRAMENTO COUNTY,Special Act District,County,LPA,NO
CA4010022,LOPEZ PROJECT,DISTRICT 06 - SANTA BARBARA,Special Act District,County,SWRCB,NO
CA4910020,SONOMA COUNTY WATER AGENCY,DISTRICT 18 - SONOMA,Special Act District,County,SWRCB,NO
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,LPA34 - BUTTE COUNTY,Mutual Benefit,HOA,LPA,NO
CA0510011,SNOWSHOE SPRINGS ASSN.,DISTRICT 10 - STOCKTON,Mutual Benefit,HOA,SWRCB,NO
CA0707615,DOUBLETREE RANCH WATER SYSTEM,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,HOA,LPA,NO
CA0800825,JED SMITH HOMEOWNERS ASSN.,DISTRICT 01 - KLAMATH,Mutual Benefit,HOA,SWRCB,NO
CA0910019,LAKESIDE PARK ASSOCIATION,DISTRICT 09 - SACRAMENTO,Mutual Benefit,HOA,SWRCB,NO
CA0910015,TAHOE KEYS WATER COMPANY,DISTRICT 09 - SACRAMENTO,Mutual Benefit,HOA,SWRCB,NO
CA1010053,SHAVER LAKE HEIGHTS MWC,DISTRICT 23 - FRESNO,Mutual Benefit,HOA,SWRCB,NO
CA1500478,"VALLEY ESTATES POA, INC.",DISTRICT 19 - TEHACHAPI,Mutual Benefit,HOA,SWRCB,NO
CA1500493,"EL ADOBE POA, INC.",DISTRICT 12 - VISALIA,Mutual Benefit,HOA,SWRCB,NO
CA1502629,HEATH BRIMHALL P.O.A.,DISTRICT 12 - VISALIA,Mutual Benefit,HOA,SWRCB,NO
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,DISTRICT 12 - VISALIA,Mutual Benefit,HOA,SWRCB,NO
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,DISTRICT 12 - VISALIA,Mutual Benefit,HOA,SWRCB,NO
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,DISTRICT 12 - VISALIA,Mutual Benefit,HOA,SWRCB,NO
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,DISTRICT 19 - TEHACHAPI,Mutual Benefit,HOA,SWRCB,NO
CA1700630,PIER 1900 HOMEOWNER'S ASSOCIATION,DISTRICT 03 - MENDOCINO,Mutual Benefit,HOA,SWRCB,NO
CA2700536,CORRAL DE TIERRA ESTATES WC,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA,LPA,NO
CA2700523,CALERA CANYON HEIGHTS HOA,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA,LPA,NO
CA2701367,TIERRA MEADOWS HOA WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA,LPA,NO
CA2701740,BLUFFS WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA,LPA,NO
CA2702388,ROYAL OAK PLACE WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA,LPA,NO
CA2700799,VISTA DEL TORO WS,LPA57 - MONTEREY COUNTY,Mutual Benefit,HOA,LPA,NO
CA2910011,PLAVADA COMMUNITY ASSOCIATION,DISTRICT 09 - SACRAMENTO,Mutual Benefit,HOA,SWRCB,NO
CA2900502,FLORISTON WATER SYSTEM,LPA59 - NEVADA COUNTY,Mutual Benefit,HOA,LPA,NO
CA3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,LPA61 - PLACER COUNTY,Mutual Benefit,HOA,LPA,NO
CA3200195,GREENHAVEN HOA,LPA62 - PLUMAS COUNTY,Mutual Benefit,HOA,LPA,NO
CA3301879,SHARONDALE MESA HOA,DISTRICT 20 - RIVERSIDE,Mutual Benefit,HOA,SWRCB,NO
CA3301528,OAK HAVEN ASSOCIATION,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,HOA,LPA,NO
CA3301511,PINYON CREST HOA,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,HOA,LPA,NO
CA3301588,ROYAL CARRIZO HOA,LPA63 - RIVERSIDE COUNTY,Mutual Benefit,HOA,LPA,NO
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,HOA,SWRCB,NO
CA3610033,MT BALDY HOMEOWNERS ASSN.,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,HOA,SWRCB,NO
CA3601036,CALICO LAKE HOMEOWNERS,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA,LPA,NO
CA3601010,CRYSTAL LAKE PROPERTY OWNERS,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA,LPA,NO
CA3600094,DOGWOOD BLUE JAY CYN IMP,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA,LPA,NO
CA3600785,LAKE JODIE WATER SYSTEM,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA,LPA,NO
CA3600031,BIG PINE TRACT,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA,LPA,NO
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,LPA66 - SAN BERNARDINO COUNTY,Mutual Benefit,HOA,LPA,NO
CA4000771,RANCHO NIPOMO WATER COMPANY,LPA70 - SAN LUIS OBISPO COUNTY,Mutual Benefit,HOA,LPA,NO
CA4200807,WOODSTOCK RANCH,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,HOA,LPA,NO
CA4200814,JONATA HOMEOWNERS ASSOCIATION,LPA72 - SANTA BARBARA COUNTY,Mutual Benefit,HOA,LPA,NO
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,DISTRICT 17 - SANTA CLARA,Mutual Benefit,HOA,SWRCB,NO
CA4400604,BRACKEN BRAE COUNTRY CLUB,DISTRICT 05 - MONTEREY,Mutual Benefit,HOA,SWRCB,NO
CA4400585,RIDGEVIEW ESTATES MWC,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,HOA,LPA,NO
CA4400605,CRESTWOOD HEIGHTS WATER ASSN,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,HOA,LPA,NO
CA4400624,RANCHO CORRALITOS,LPA74 - SANTA CRUZ COUNTY,Mutual Benefit,HOA,LPA,NO
CA4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,DISTRICT 01 - KLAMATH,Mutual Benefit,HOA,SWRCB,NO
CA4900605,MARK WEST ACRES MWC,DISTRICT 18 - SONOMA,Mutual Benefit,HOA,SWRCB,NO
CA5000099,DEL RIO EAST HOA WATER SYSTEM,LPA80 - STANISLAUS COUNTY,Mutual Benefit,HOA,LPA,NO
CA5400880,THE LAKES ASSOCIATION,DISTRICT 24 - TULARE,Mutual Benefit,HOA,SWRCB,NO
CA5400940,SIERRA KING HOMEOWNERS ASSN,DISTRICT 24 - TULARE,Mutual Benefit,HOA,SWRCB,NO
CA5500057,LONG BARN PROPERTY OWNERS,DISTRICT 11 - MERCED,Mutual Benefit,HOA,SWRCB,NO
CA5510004,PINECREST PERMITTEES ASSN,DISTRICT 11 - MERCED,Mutual Benefit,HOA,SWRCB,NO
CA5610043,TRIUNFO WATER & SANITATION DISTRICT,DISTRICT 06 - SANTA BARBARA,County Sanitation District,Independent,SWRCB,NO
CA0110010,ZONE 7 WATER AGENCY,DISTRICT 04 - SAN FRANCISCO,Special Act District,Independent,SWRCB,NO
CA0310021,AWA - CAMANCHE VILLAGE,DISTRICT 10 - STOCKTON,Special Act District,Independent,SWRCB,NO
CA0310012,AWA BUCKHORN PLANT,DISTRICT 10 - STOCKTON,Special Act District,Independent,SWRCB,NO
CA0310002,"AWA, IONE",DISTRICT 10 - STOCKTON,Special Act District,Independent,SWRCB,NO
CA0310003,"AWA, TANNER",DISTRICT 10 - STOCKTON,Special Act District,Independent,SWRCB,NO
CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,DISTRICT 19 - TEHACHAPI,Special Act District,Independent,SWRCB,NO
CA1510040,KERN COUNTY WATER AGENCY,DISTRICT 12 - VISALIA,Special Act District,Independent,SWRCB,NO
CA1910247,SANTA CLARITA VALLEY W.A.-CASTAIC DIV.,DISTRICT 15 - METROPOLITAN,Special Act District,Independent,SWRCB,NO
CA1910096,SANTA CLARITA VALLEY W.A.-NEWHALL DIV.,DISTRICT 15 - METROPOLITAN,Special Act District,Independent,SWRCB,NO
CA1910250,SANTA CLARITA VALLEY W.A.-PINETREE DIV.,DISTRICT 15 - METROPOLITAN,Special Act District,Independent,SWRCB,NO
CA1910255,SANTA CLARITA VALLEY W.A.-TESORO DIV.,DISTRICT 15 - METROPOLITAN,Special Act District,Independent,SWRCB,NO
CA1910045,ANTELOPE VALLEY EAST KERN WATER AGENCY,DISTRICT 16 - CENTRAL,Special Act District,Independent,SWRCB,NO
CA1910048,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,DISTRICT 22 - ANGELES,Special Act District,Independent,SWRCB,NO
CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,DISTRICT 22 - ANGELES,Special Act District,Independent,SWRCB,NO
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,DISTRICT 22 - ANGELES,Special Act District,Independent,SWRCB,NO
CA3110024,PLACER CWA - ALTA,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3110124,PLACER CWA - MONTE VISTA,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3110050,PLACER CWA - APPLEGATE,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3110005,PLACER CWA - AUBURN/BOWMAN,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3110040,PLACER CWA - BIANCHI ESTATES,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3110006,PLACER CWA - COLFAX,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3110025,PLACER CWA - FOOTHILL,DISTRICT 02 - LASSEN,Special Act District,Independent,SWRCB,NO
CA3310005,DESERT WATER AGENCY,DISTRICT 20 - RIVERSIDE,Special Act District,Independent,SWRCB,NO
CA3510007,SAN BENITO COUNTY WATER DISTRICT,DISTRICT 05 - MONTEREY,Special Act District,Independent,SWRCB,NO
CA3610129,MOJAVE WATER AGENCY,DISTRICT 13 - SAN BERNARDINO,Special Act District,Independent,SWRCB,NO
CA3610060,BDVWA - GOAT MOUNTAIN ID,DISTRICT 27 - MOJAVE,Special Act District,Independent,SWRCB,NO
CA3610009,BIGHORN - DESERT VIEW WATER AGENCY,DISTRICT 27 - MOJAVE,Special Act District,Independent,SWRCB,NO
CA3610114,CLAWA,DISTRICT 27 - MOJAVE,Special Act District,Independent,SWRCB,NO
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,DISTRICT 17 - SANTA CLARA,Special Act District,Independent,SWRCB,NO
CA4310027,SANTA CLARA VALLEY WATER DISTRICT,DISTRICT 17 - SANTA CLARA,Special Act District,Independent,SWRCB,NO
CA0103040,NORRIS CANYON PROPERTY OWNERS ASSN,DISTRICT 04 - SAN FRANCISCO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA0202504,MARKLEEVILLE WATER CO.,LPA32 - ALPINE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0202503,WOODFORDS MUTUAL WATER COMPANY,LPA32 - ALPINE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0310011,FIRST MACE MEADOW # 1,DISTRICT 10 - STOCKTON,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA0310018,FIRST MACE MEADOWS UNIT NO. 2,DISTRICT 10 - STOCKTON,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA0400155,BIGGERS GLEN MUTUAL WATER CO,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0409181,BLUE OAK TERRACE MUTUAL,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400078,FOREST KNOLLS MUTUAL WATER CO,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400004,FOREST RANCH MUTUAL WATER SYSTEM,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400008,GRAN MUTUAL WATER CO,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400003,HARTLEY MUTUAL WATER SYSTEM,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400123,HUMBOLDT HIGHLANDS MUTUAL,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400149,HUMBOLDT WOODLANDS MUTUAL,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400151,KEEFER CREEK ESTATES,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400013,MERRY MOUNTAIN MUTUAL,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0400007,BUTTE CREEK ESTATES MUTUAL WATER CO,LPA34 - BUTTE COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0510009,BLUE LAKE SPRINGS MUT WTR,DISTRICT 10 - STOCKTON,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA0500027,LILI VALLEY WATER CO.,LPA35 - CALAVERAS COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0500019,MINERAL MOUNTAIN MUTUAL WATER,LPA35 - CALAVERAS COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0707569,ANGLERS SUBDIVISION 4,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0707572,BETHEL ISLAND MUTUAL WATER CO,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0707573,DELTA MUTUAL WATER COMPANY,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0707585,MORAGA HEIGHTS MUTUAL WATER,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0706004,OAKLEY MUTUAL WATER COMPANY,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0707576,PLEASANTIMES MUTUAL WATER CO,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0707556,SANDMOUND MUTUAL,LPA37 - CONTRA COSTA COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,LPA39 - EL DORADO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0900300,KYBURZ MUTUAL WATER COMPANY,LPA39 - EL DORADO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA0900308,QUINTETTE SERVICE CORP WATER,LPA39 - EL DORADO COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA1000004,BELMONT WATER CORPORATION,DISTRICT 23 - FRESNO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,DISTRICT 23 - FRESNO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1000063,NEW AUBERRY WATER ASSOCIATION,DISTRICT 23 - FRESNO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1000075,TRACT 1199 WATER SYSTEM,DISTRICT 23 - FRESNO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1200547,MILL CREEK M.W.C.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1200538,MYERS FLAT M.W.S. INC.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1206002,PALOMINO ESTATES WATER COMPANY,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1200566,ORLEANS MUTUAL WATER CO.,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1200590,MOONSTONE HEIGHTS MWA,DISTRICT 01 - KLAMATH,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1300514,COYOTE VALLEY MUTUAL WATER CO,LPA43 - IMPERIAL COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA1300513,OCOTILLO MUTUAL WATER CO,LPA43 - IMPERIAL COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA1300664,RIVERFRONT MUTUAL WATER COMPANY,LPA43 - IMPERIAL COUNTY,Mutual Benefit,Mutual Water Company,LPA,NO
CA1400066,ASPENDELL MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400027,CARTAGO MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400111,MEADOWCREEK MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400072,NORTH LONE PINE MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400110,PARK WEST MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400135,WILSON CIRCLE MUTUAL WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,DISTRICT 13 - SAN BERNARDINO,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,DISTRICT 27 - MOJAVE,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500543,AGAPE MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500409,BROCK MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500546,HARVEST MOON MUTUAL WATER CO,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500378,MAHER MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500535,MANON MANOR MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500555,MUSTANG MUTUAL WATER SYSTEM,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1503669,NORTH KRANENBURG WS,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1510015,OILDALE MWC,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1502620,POND MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500561,ROUND MOUNTAIN WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500211,STOCKDALE ANNEX MUTUAL WATER,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500349,STOCKDALE MUTUAL WATER CO.,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1502663,TOWN & COUNTRY WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,Mutual Benefit,Mutual Water Company,SWRCB,NO
