"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","hasnotreceivedfunding","didnotapplycovid","SC3i_Count_Distribution","Service_disruptions","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any","FAILING","MHI_KD","Percent.hispanicorlatino","Percent.white","Percent.black","Percent.asian","Percent.renter"
"38","CA5610010","CAL AMERICAN WC - RIO PLAZA","DISTRICT 06 - SANTA BARBARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,518,1709,77440.91719,42.42119093,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Less than 1.5%","Yes","Yes","C","VENTURA  ","GW","GW","Self-produced",7.4442486494967,"2","2","No",NA,"NONE",NA,"1","3","Yes","0","0","1","1","0","0","Not failing",91476.7511782949,83.1012968705327,16.8987031294673,0,0,28.3186284525253
"39","CA5610081","CAL AMERICAN WC - LAS POSAS ESTATES","DISTRICT 06 - SANTA BARBARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,619,2039,133540.8595,15.16116373,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Less than 1.5%","Yes","Yes","C","VENTURA  ","SWP","SW","Purchased",7.62070508683826,"2","2","No",NA,"High",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",148237.841371588,21.3791234383279,67.1033347258332,1.32841669833611,9.08362363174073,5.34328685987344
"40","CA5700712","CAL AM - DUNNIGAN","LPA87 - YOLO COUNTY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,166,602,57982.84216,29.94855991,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE",NA,"NONE","UNKNOWN","Yes","Yes","C","YOLO  ","GW","GW","Self-produced",6.40191719672719,NA,NA,"No","No","NONE","Yes","1",NA,NA,NA,NA,"0","0","1","1","Not failing",NA,43.0472372754734,46.8566630988742,0.475493122805082,1.72243457097314,37.1723476162442
"41","CA0110003","CALIFORNIA WATER SERVICE - LIVERMORE","DISTRICT 04 - SAN FRANCISCO","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,18566,60215,146540.9569,12.67903723,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","ALAMEDA  ","SWP","SW","Purchased",11.0056933767144,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",152489.671168543,24.1439159312414,56.2119283900147,1.89161415065702,12.2617506064365,28.9145021133412
"42","CA0410002","CAL-WATER SERVICE CO.-CHICO","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,30239,111831,75157.14094,19.59185659,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","BUTTE  ","GW","GW","Self-produced",11.624753024151,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.253048308368,68.5573296298788,2.01522981252172,4.54004939748753,56.1597942250942
"43","CA0410005","CAL-WATER SERVICE CO.-OROVILLE","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,3553,11045,36051.99932,34.82624572,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","1.5% or greater AND less than 2.5%","Yes","Yes","C","BUTTE  ","SW","SW","Self-produced",9.30982365046113,"1","2","No","No","NONE","Yes","1",NA,NA,"1","1","0","0","0","0","Not failing",NA,14.7749470200839,55.7592407520426,6.592394168365,11.5401862081327,57.1082900989544
"44","CA1010024","CWS - SELMA","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,6470,26456,48830.49215,56.61047938,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","FRESNO  ","GW","GW","Self-produced",10.1832760525563,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,84.1147916619194,9.74920092263878,0.886835662931425,3.29004427114481,46.6841021092263
"45","CA1110003","CAL-WATER SERVICE CO.-WILLOWS","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2378,7216,68301.65816,42.58260867,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","GLENN  ","GW","GW","Self-produced",8.88419463307227,"2","2","No",NA,"NONE",NA,"1","16","Yes","0","0","1","1","0","0","Not failing",NA,28.302756508119,55.6090947965311,0.628901742291502,12.2216961155265,53.1084923212274
"46","CA1110002","CAL-WATER SERVICE CO.-HAMILTON CITY","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,650,1779,54749.85751,24.87744206,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","GLENN  ","GW","GW","Self-produced",7.48436864328613,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",65405.289996046,89.2407215603929,6.99921160915307,0,3.72929922387716,48.1384281950993
"47","CA1510003","CWS - BAKERSFIELD","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,64884,266643,69024.59502,38.5870539,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","KERN  ","SW","SW","Self-produced",12.4936697143693,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.403210277974,18.2855847034051,7.03278117652834,3.40243738060732,52.5885963110324
"48","CA1510055","CWS - NORTH GARDEN","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,8352,22657,115834.1238,21.96493481,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","KERN  ","SW","SW","Self-produced",10.0282682694334,"2","2","No","No","NONE","Yes","1",NA,NA,"0","0","0","0","1","1","Not failing",105842.453972627,28.0398299659763,60.7575083394407,2.00804926926612,3.78999035646356,24.6134451849258
"49","CA1500333","CWS - FREMONT VALLEY","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,83,171,18750,41.23572605,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.14749447681345,"1","2","No",NA,"NONE",NA,"1","0","No","1","1","0","0","0","0","Not failing",33750,50.0622148486105,16.632102861883,20.5309000414766,6.67772708419743,26.3157894736842
"50","CA1510033","CWS - KERNVILLE","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,1891,2585,35691.48543,29.09963787,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","SW","SW","Self-produced",7.8578675593318,"1","2","No","No","NONE","Yes","1",NA,NA,"1","1","0","0","0","0","Not failing",NA,9.66277429124992,88.6069382348986,0.175485304092718,0.0297744873960476,19.0961168548455
"51","CA1510049","CWS - LAKELAND","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,201,295,17042,43.37899711,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.69035945432406,"1","2","No","No","NONE","Yes","1",NA,NA,"1","1","0","0","1","1","Not failing",25588,1.44766146993318,95.43429844098,0,0.779510022271715,39.4495412844037
"52","CA1510056","CWS - LOWER BODFISH WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,549,739,43010,43.37899711,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GW","GW","Self-produced",6.60665018619822,"1","2","No","No","NONE","Yes","1",NA,NA,"1","1","0","0","1","1","Not failing",50492.8145095135,11.7691673174954,73.9162826983314,0.00329916651787288,0,19.7293503503131
"53","CA1510026","CWS - UPPER BODFISH WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,192,308,12045,43.37899711,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.73334127689775,"1","2","No","No","NONE","Yes","1",NA,NA,"1","1","0","0","1","1","Not failing",27045,10.0987925356751,75.192096597146,0,0,36.1702127659575
"54","CA1510039","CWS SOUTHLAKE SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,813,1117,49191,20.45646338,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GW","GW","Self-produced",7.01929665371504,"1","2","No",NA,"NONE",NA,"1",NA,NA,"1","1","0","0","0","0","Not failing",NA,3.46480049929307,93.047042059903,0.398118062143675,0.896639645280374,13.4390434582479
"55","CA1500374","CWS-GRAND OAKS WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,46,149,140733.8349,15.10973455,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.01063529409626,"2","2","No",NA,"NONE",NA,"1","1","Yes","0","0","1","1","0","0","Not failing",176317.04561045,37.4738030017343,55.6025537254132,0,2.7751514094622,3.18183231064032
"56","CA1510043","CWS-ONYX WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,193,286,14494,29.09963787,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.65948221575962,"1","2","No",NA,"NONE",NA,"1",NA,NA,"1","1","0","0","0","0","Not failing",29453,10.2910602910603,75.2598752598753,0,4.88565488565489,10.7061503416856
"57","CA1500407","CWS-SPLIT MOUNTAIN WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,162,226,23103,29.09963787,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","2.5% or greater","Yes","Yes","C","KERN  ","GU","GW","Self-produced",5.4249500174814,"1","2","No","No","NONE","Yes","1",NA,NA,"1","1","0","0","0","0","Not failing",NA,9.26388136350944,87.7965246044473,0,0,29.307348744954
"58","CA1710005","LUCERNE WATER CO. - CAL WATER SERVICE","DISTRICT 03 - MENDOCINO","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,1245,2174,41691.77202,17.00882094,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","LAKE  ","SW","SW","Self-produced",7.68478394352278,"2","2","No",NA,"High",NA,"1","0","No","0","0","0","0","0","0","Not failing",50605.2471406272,12.7392258121362,72.9603315916086,0.122331335341672,0,29.5938757964706
"59","CA1910243","CALIFORNIA WATER SERVICE CO-LEONA VALLEY","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,431,908,107777.9954,10.71769237,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",6.81234509417748,"2","2","No","No","NONE","Yes","1","1","Yes","0","0","1","1","1","1","Not failing",115277.502994129,19.308468603682,65.5578475086885,1.98426532444098e-05,12.3286635949239,3.60850120843617
"60","CA1910033","CALIFORNIA WATER SERVICE CO. - DOMINGUEZ","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,33147,143632,91943.07645,45.14650394,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.8750167142091,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1983638838332,14.2499321220918,14.4254214018992,29.1368382211393,33.9923799787644
"61","CA1910036","CALIFORNIA WATER SERVICE CO. - ELA","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,26227,152217,70781.84551,58.23075033,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.9330689828571,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3999376071037,2.04555748995098,0.434798634657812,2.45875423055005,62.6957470902277
"62","CA1910134","CALIFORNIA WATER SERVICE CO. - HERM/REDO","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,26800,96708,144218.1234,12.22028773,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.4794617484652,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,14.6118394035624,59.8317583066698,2.25644328648976,14.6378289130511,46.9848161960366
"63","CA1910104","CALIFORNIA WATER SERVICE CO. - PALOS VER","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,24413,71202,174000.1105,7.744975391,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.1732902313439,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,9.96201977172993,52.1944403890021,2.553733718176,28.293786943317,17.9387323915975
"64","CA1910010","CALIFORNIA WATER SERVICE CO.-LANCASTER","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,674,1435,83677.23192,20.51431362,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",7.26961674960817,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",74444.1591014833,33.2122334443735,46.9819298199448,11.3045217100004,3.26476234695386,50.9145327655038
"65","CA1910242","CALIFORNIA WATER SERVICE CO-LAKE HUGHES","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,211,961,97627.50057,17.98735122,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","LOS ANGELES  ","GW","GW","Self-produced",6.86901445066571,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",105685.741655662,44.6496500687501,50.9650187719424,1.14006505379963,0.474376566032962,19.5711989262687
"66","CA2110007","COAST SPRINGS - CAL. WATER SERVICE (PUC)","DISTRICT 25 - MARIN","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,251,390,180703,11.05456089,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MARIN  ","SW","SW","Self-produced",5.96870755998537,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","1","1","0","0","Not failing",195703,6.49692712906058,89.9034240561896,0,0,37.2395833333333
"67","CA2710009","CWSC KING CITY","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2863,16156,61836.07857,27.55675396,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",9.69010867127683,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",NA,85.4555735740403,10.6189282793864,0.129453193073676,3.14887989781505,58.5891643706972
"68","CA2710013","CWSC LAS LOMAS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,625,2083,91102.30297,38.18255392,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",7.64204440287326,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",86440.735468337,91.6763198290726,8.05745533913878,3.22004085641301e-05,0.0852814346983222,45.5221239898476
"69","CA2710019","CWSC OAK HILLS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,883,3160,91748.98431,21.32859745,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",8.05864371221562,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",103106.836286952,68.5523794130716,22.4123415479718,1.83197032392707,5.81024794787671,32.0022389709633
"70","CA2710010","CWSC SALINAS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,24025,113074,83151.36337,28.20339089,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",11.635806594346,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5246614181087,15.5716248799472,1.07686475370837,5.70878736211679,51.8187900153043
"71","CA2710012","CWSC SALINAS HILLS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2350,5290,181811.104,4.546038638,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",8.57376254290413,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,17.2204958032971,67.7778022200766,0.26671996375418,10.6391647936553,12.9536925876927
"72","CA2702198","FOOTHILL ESTATES WS","LPA57 - MONTEREY COUNTY","Investor Owned Utility","Class A","Yes","No","None",NA,"None","No",41,183,86042,23.80914472,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Less than 1.5%","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",5.21493575760899,"2","2","No",NA,"NONE",NA,"1","0","No","0","0","0","0","0","0","Not failing",101042,68.8486536675952,21.819870009285,0.232126276694522,8.07799442896936,39.3115942028986
"73","CA3910001","CALIFORNIA WATER SERVICE - STOCKTON","DISTRICT 10 - STOCKTON","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,44274,175026,56868.68204,53.04604989,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN JOAQUIN  ","SWP","SW","Purchased",12.0726955267191,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7588634036427,15.7115619698451,8.87293885034379,10.2890401318855,54.8290776912281
"74","CA4110006","CALIFORNIA WATER SERVICE - BEAR GULCH","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,18550,60903,146448.7432,9.074686803,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN MATEO  ","SW","SW","Self-produced",11.017054132986,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,24.0665756606526,56.3069111109795,1.58889586054713,12.4466578008939,34.5862040946459
"75","CA4110007","CALIFORNIA WATER SERVICE - SAN CARLOS","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,10461,35453,194051.3602,6.331492256,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",10.4759913605737,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,9.2482000011182,62.0559989144042,0.744159145082063,19.1335285340401,30.6955685504432
"76","CA4110008","CALIFORNIA WATER SERVICE - SAN MATEO","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,25435,102663,158850.7085,15.10981006,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",11.5392167989243,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0796951431166,39.2435986173538,1.83054794829021,27.0142068102966,47.4070388947552
"77","CA4110009","CALIFORNIA WATER SERVICE-S SAN FRANCISCO","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,16428,64121,129306.5008,31.88003401,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",11.068542797753,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,32.828458594962,23.0047648904433,1.53068059068842,37.7737569716884,43.2503149811504
"78","CA4310001","CWSC LOS ALTOS SUBURBAN","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,18526,70175,193567.0557,7.010387218,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Less than 1.5%","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.1587616512176,"2","2","No",NA,"NONE",NA,"1",NA,NA,"0","0","0","0","0","0","Not failing",NA,5.24707073000357,41.957719824607,0.755893197536246,47.4400549327886,33.7023109792555
