"","PWSID","PWS_Name","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Principal.County.Served","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"45","CA1110003","CAL-WATER SERVICE CO.-WILLOWS","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2378,7216,68301.65816,42.58260867,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GLENN  ","GW","GW","Self-produced",8.88419463307227,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"46","CA1110002","CAL-WATER SERVICE CO.-HAMILTON CITY","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,650,1779,54749.85751,24.87744206,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GLENN  ","GW","GW","Self-produced",7.48436864328613,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"47","CA1510003","CWS - BAKERSFIELD","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,64884,266643,69024.59502,38.5870539,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","KERN  ","SW","SW","Self-produced",12.4936697143693,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"48","CA1510055","CWS - NORTH GARDEN","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,8352,22657,115834.1238,21.96493481,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","SW","SW","Self-produced",10.0282682694334,"HIGH","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","0","0","1","1"
"49","CA1500333","CWS - FREMONT VALLEY","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,83,171,18750,41.23572605,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.14749447681345,"NONE","NONE","HIGH","NONE","No",NA,NA,"No","0","0","1","1","1","1","0","0"
"50","CA1510033","CWS - KERNVILLE","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,1891,2585,35691.48543,29.09963787,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","SW","SW","Self-produced",7.8578675593318,"HIGH","NONE","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","0","0"
"51","CA1510049","CWS - LAKELAND","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,201,295,17042,43.37899711,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.69035945432406,"HIGH","NONE","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","1","1"
"52","CA1510056","CWS - LOWER BODFISH WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,549,739,43010,43.37899711,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",6.60665018619822,"NONE","NONE","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","1","1"
"53","CA1510026","CWS - UPPER BODFISH WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,192,308,12045,43.37899711,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.73334127689775,"NONE","NONE","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","1","1"
"54","CA1510039","CWS SOUTHLAKE SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,813,1117,49191,20.45646338,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",7.01929665371504,"NONE","NONE","HIGH","NONE","No",NA,NA,"No","0","0","1","1","0","0","0","0"
"55","CA1500374","CWS-GRAND OAKS WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,46,149,140733.8349,15.10973455,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.01063529409626,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"56","CA1510043","CWS-ONYX WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,193,286,14494,29.09963787,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GW","GW","Self-produced",5.65948221575962,"NONE","NONE","HIGH","NONE","No",NA,NA,"No","0","0","1","1","1","1","0","0"
"57","CA1500407","CWS-SPLIT MOUNTAIN WATER SYSTEM","DISTRICT 19 - TEHACHAPI","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,162,226,23103,29.09963787,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","KERN  ","GU","GW","Self-produced",5.4249500174814,"NONE","NONE","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","0","0"
"58","CA1710005","LUCERNE WATER CO. - CAL WATER SERVICE","DISTRICT 03 - MENDOCINO","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,1245,2174,41691.77202,17.00882094,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LAKE  ","SW","SW","Self-produced",7.68478394352278,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","2","1","0","0"
"59","CA1910243","CALIFORNIA WATER SERVICE CO-LEONA VALLEY","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,431,908,107777.9954,10.71769237,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",6.81234509417748,"NONE","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","0","0","1","1"
"60","CA1910033","CALIFORNIA WATER SERVICE CO. - DOMINGUEZ","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,33147,143632,91943.07645,45.14650394,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.8750167142091,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"61","CA1910036","CALIFORNIA WATER SERVICE CO. - ELA","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,26227,152217,70781.84551,58.23075033,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.9330689828571,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"62","CA1910134","CALIFORNIA WATER SERVICE CO. - HERM/REDO","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,26800,96708,144218.1234,12.22028773,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.4794617484652,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"63","CA1910104","CALIFORNIA WATER SERVICE CO. - PALOS VER","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,24413,71202,174000.1105,7.744975391,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",11.1732902313439,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"64","CA1910010","CALIFORNIA WATER SERVICE CO.-LANCASTER","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,674,1435,83677.23192,20.51431362,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",7.26961674960817,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"65","CA1910242","CALIFORNIA WATER SERVICE CO-LAKE HUGHES","DISTRICT 22 - ANGELES","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,211,961,97627.50057,17.98735122,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","GW","GW","Self-produced",6.86901445066571,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"66","CA2110007","COAST SPRINGS - CAL. WATER SERVICE (PUC)","DISTRICT 25 - MARIN","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,251,390,180703,11.05456089,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","MARIN  ","SW","SW","Self-produced",5.96870755998537,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"67","CA2710009","CWSC KING CITY","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2863,16156,61836.07857,27.55675396,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",9.69010867127683,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"68","CA2710013","CWSC LAS LOMAS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,625,2083,91102.30297,38.18255392,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",7.64204440287326,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"69","CA2710019","CWSC OAK HILLS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,883,3160,91748.98431,21.32859745,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",8.05864371221562,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"70","CA2710010","CWSC SALINAS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,24025,113074,83151.36337,28.20339089,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",11.635806594346,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"71","CA2710012","CWSC SALINAS HILLS","DISTRICT 05 - MONTEREY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2350,5290,181811.104,4.546038638,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",8.57376254290413,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"72","CA2702198","FOOTHILL ESTATES WS","LPA57 - MONTEREY COUNTY","Investor Owned Utility","Class A","Yes","No","None",NA,"None","No",41,183,86042,23.80914472,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","MONTEREY  ","GW","GW","Self-produced",5.21493575760899,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"73","CA3910001","CALIFORNIA WATER SERVICE - STOCKTON","DISTRICT 10 - STOCKTON","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,44274,175026,56868.68204,53.04604989,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN JOAQUIN  ","SWP","SW","Purchased",12.0726955267191,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"74","CA4110006","CALIFORNIA WATER SERVICE - BEAR GULCH","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,18550,60903,146448.7432,9.074686803,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN MATEO  ","SW","SW","Self-produced",11.017054132986,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"75","CA4110007","CALIFORNIA WATER SERVICE - SAN CARLOS","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,10461,35453,194051.3602,6.331492256,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",10.4759913605737,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"76","CA4110008","CALIFORNIA WATER SERVICE - SAN MATEO","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,25435,102663,158850.7085,15.10981006,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",11.5392167989243,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"77","CA4110009","CALIFORNIA WATER SERVICE-S SAN FRANCISCO","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,16428,64121,129306.5008,31.88003401,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SAN MATEO  ","SWP","SW","Purchased",11.068542797753,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"78","CA4310001","CWSC LOS ALTOS SUBURBAN","DISTRICT 17 - SANTA CLARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,18526,70175,193567.0557,7.010387218,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SANTA CLARA  ","SWP","SW","Purchased",11.1587616512176,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"79","CA4810002","CALIFORNIA WATER SERVICE CO. - DIXON","DISTRICT 04 - SAN FRANCISCO","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,3064,10616,85783.14767,32.48837403,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SOLANO  ","GW","GW","Self-produced",9.27021176901357,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"80","CA4910018","ARMSTRONG VALLEY-CAL WATER SERVICE (PUC)","DISTRICT 18 - SONOMA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,280,475,76850.73068,13.2569851,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SONOMA  ","GW","GW","Self-produced",6.16541785423142,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"81","CA4900546","HAWKINS WATER CO-CAL WATER SERVICE (PUC)","DISTRICT 18 - SONOMA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,50,81,77933,31.70368066,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SONOMA  ","GW","GW","Self-produced",4.40671924726425,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","1","1"
"82","CA4900785","NOEL HEIGHTS-CAL WATER SERVICE (PUC)","DISTRICT 18 - SONOMA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,47,81,58421.19987,12.5996428,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SONOMA  ","GU","GW","Self-produced",4.40671924726425,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","2","1","0","0"
"83","CA4900514","RANCHO DEL PARADISO-CAL WATER SVC (PUC)","DISTRICT 18 - SONOMA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,58,96,74875,12.91640531,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SONOMA  ","GWP","GW","Purchased",4.57471097850338,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"84","CA5400935","CWS - MULLEN WATER COMPANY","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,44,138,40549,60.26072785,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",4.93447393313069,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"85","CA5410041","CWS - TULCO WATER COMPANY","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,182,716,76719,42.72737356,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","TULARE  ","GW","GW","Self-produced",6.57507584059962,"NONE","NONE","NONE","NONE","No","No","Yes","No","0","0","0","0","0","0","1","1"
"86","CA5410016","CWS - VISALIA","DISTRICT 12 - VISALIA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,47498,147320,85669.0777,35.64056113,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","TULARE  ","GW","GW","Self-produced",11.9003691584806,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA
"87","CA5610016","CALIFORNIA WATER SERVICE CO - WESTLAKE","DISTRICT 06 - SANTA BARBARA","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,6923,19512,164313.1578,10.47188291,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","VENTURA  ","SWP","SW","Purchased",9.878836189095,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"88","CA5810001","CAL-WATER SERVICE CO.-MARYSVILLE","DISTRICT 21 - VALLEY","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,3704,12385,49558.6748,40.03772336,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","YUBA  ","GW","GW","Self-produced",9.42432208149801,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"89","CA0710002","GOLDEN STATE WATER COMPANY - BAY POINT","DISTRICT 04 - SAN FRANCISCO","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,5073,23731,75505.08125,44.09484095,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","CONTRA COSTA  ","SWP","SW","Purchased",10.0745796273785,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"90","CA1310003","GSWC - CALIPATRIA","DISTRICT 26 - IMPERIAL","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,1163,7412,30087.74443,44.73977351,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","IMPERIAL  ","SWP","SW","Purchased",8.91099049465672,"NONE","HIGH","HIGH","NONE","No","No","Yes","No","0","0","1","1","1","1","1","1"
"91","CA1710002","GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM","DISTRICT 03 - MENDOCINO","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,2131,4648,45805.02591,23.87855667,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","Yes","Yes","C","LAKE  ","SW","SW","Self-produced",8.44440742169058,"NONE","NONE","HIGH","HIGH","No",NA,NA,"No","0","0","2","1","0","0","0","0"
"92","CA1910024","GSWC - CLAREMONT","DISTRICT 07 - HOLLYWOOD","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,11259,39566,129813.9308,22.6277563,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",10.585750716494,"HIGH","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"93","CA1910142","GSWC-SAN DIMAS","DISTRICT 07 - HOLLYWOOD","Investor Owned Utility","Class A","Yes","No","None",NA,"None",NA,16168,56512,109667.9398,22.17502789,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","LOS ANGELES  ","SWP","SW","Purchased",10.9422259791638,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
